# for scans in EH2 with EH2 collimator, 4.5 degree take-off angle with Si 640d lattice parameter - 9/8/11 from Thomas
50.3526		2.0036,
82.2254		3.2719,
96.4179		3.8366,
116.2843	4.6271,
126.7179	5.0423,
142.4186	5.6671
