E	alpha	r1	L	H	gamma
eV	deg	mm	mm	mm	deg
483	87.7	2036.205	12926.988	1506.175	29.732
483	87.8	1944.098	12656.749	1462.490	27.483
483	87.9	1852.173	12391.654	1420.116	25.651
483	88.0	1760.450	12131.435	1378.987	24.128
483	88.1	1668.949	11875.846	1339.044	22.839
483	88.2	1577.689	11624.658	1300.230	21.731
483	88.3	1486.689	11377.661	1262.493	20.765
483	88.4	1395.969	11134.657	1225.785	19.914
484	87.4	2315.082	13763.003	1643.401	41.018
484	87.5	2222.473	13475.786	1595.424	36.132
484	87.6	2129.988	13194.637	1548.982	32.485
484	87.7	2037.648	12919.218	1503.992	29.669
484	87.8	1945.472	12649.215	1460.380	27.431
484	87.9	1853.480	12384.341	1418.075	25.608
484	88.0	1761.689	12124.329	1377.013	24.091
484	88.1	1670.121	11868.934	1337.133	22.806
484	88.2	1578.794	11617.928	1298.379	21.702
484	88.3	1487.728	11371.101	1260.700	20.739
484	88.4	1396.942	11128.257	1224.047	19.890
485	87.4	2316.730	13754.447	1640.983	40.885
485	87.5	2224.051	13467.518	1593.091	36.032
485	87.6	2131.497	13186.638	1546.730	32.408
485	87.7	2039.089	12911.470	1501.817	29.607
485	87.8	1946.845	12641.703	1458.278	27.380
485	87.9	1854.784	12377.049	1416.043	25.565
485	88.0	1762.926	12117.244	1375.046	24.054
485	88.1	1671.291	11862.042	1335.229	22.774
485	88.2	1579.897	11611.218	1296.536	21.673
485	88.3	1488.765	11364.560	1258.914	20.713
485	88.4	1397.914	11121.875	1222.315	19.866
486	87.4	2318.375	13745.917	1638.574	40.753
486	87.5	2225.626	13459.273	1590.767	35.934
486	87.6	2133.004	13178.662	1544.486	32.331
486	87.7	2040.527	12903.745	1499.650	29.546
486	87.8	1948.214	12634.212	1456.184	27.329
486	87.9	1856.086	12369.778	1414.018	25.522
486	88.0	1764.161	12110.179	1373.087	24.017
486	88.1	1672.458	11855.170	1333.333	22.741
486	88.2	1580.998	11604.527	1294.699	21.644
486	88.3	1489.800	11358.039	1257.134	20.686
486	88.4	1398.883	11115.512	1220.590	19.842
487	87.4	2320.017	13737.411	1636.173	40.622
487	87.5	2227.199	13451.053	1588.451	35.835
487	87.6	2134.508	13170.709	1542.251	32.255
487	87.7	2041.962	12896.042	1497.491	29.484
487	87.8	1949.582	12626.743	1454.097	27.278
487	87.9	1857.385	12362.529	1412.000	25.479
487	88.0	1765.393	12103.135	1371.135	23.980
487	88.1	1673.624	11848.318	1331.443	22.709
487	88.2	1582.097	11597.855	1292.869	21.615
487	88.3	1490.833	11351.536	1255.361	20.661
487	88.4	1399.851	11109.168	1218.871	19.818
488	87.4	2321.655	13728.930	1633.781	40.492
488	87.5	2228.769	13442.857	1586.144	35.738
488	87.6	2136.009	13162.779	1540.024	32.179
488	87.7	2043.395	12888.361	1495.340	29.423
488	87.8	1950.946	12619.296	1452.018	27.228
488	87.9	1858.683	12355.300	1409.990	25.436
488	88.0	1766.623	12096.111	1369.190	23.943
488	88.1	1674.787	11841.486	1329.560	22.677
488	88.2	1583.194	11591.203	1291.045	21.586
488	88.3	1491.864	11345.052	1253.594	20.635
488	88.4	1400.817	11102.842	1217.158	19.795
489	87.4	2323.291	13720.473	1631.398	40.363
489	87.5	2230.336	13434.685	1583.845	35.641
489	87.6	2137.507	13154.872	1537.805	32.103
489	87.7	2044.825	12880.703	1493.197	29.363
489	87.8	1952.309	12611.871	1449.947	27.178
489	87.9	1859.978	12348.092	1407.987	25.394
489	88.0	1767.851	12089.107	1367.252	23.906
489	88.1	1675.948	11834.674	1327.685	22.644
489	88.2	1584.289	11584.570	1289.229	21.558
489	88.3	1492.894	11338.587	1251.834	20.609
489	88.4	1401.781	11096.534	1215.452	19.771
490	87.4	2324.924	13712.042	1629.024	40.234
490	87.5	2231.900	13426.536	1581.554	35.545
490	87.6	2139.003	13146.989	1535.594	32.028
490	87.7	2046.252	12873.067	1491.061	29.302
490	87.8	1953.668	12604.467	1447.883	27.128
490	87.9	1861.270	12340.906	1405.991	25.351
490	88.0	1769.077	12082.124	1365.321	23.870
490	88.1	1677.108	11827.882	1325.816	22.612
490	88.2	1585.383	11577.956	1287.419	21.529
490	88.3	1493.921	11332.140	1250.080	20.583
490	88.4	1402.744	11090.244	1213.752	19.748
491	87.4	2326.554	13703.635	1626.658	40.107
491	87.5	2233.461	13418.411	1579.272	35.449
491	87.6	2140.495	13139.128	1533.391	31.954
491	87.7	2047.677	12865.453	1488.933	29.242
491	87.8	1955.026	12597.084	1445.827	27.078
491	87.9	1862.560	12333.740	1404.003	25.309
491	88.0	1770.300	12075.161	1363.398	23.834
491	88.1	1678.265	11821.108	1323.954	22.581
491	88.2	1586.474	11571.361	1285.616	21.501
491	88.3	1494.947	11325.712	1248.333	20.558
491	88.4	1403.704	11083.972	1212.059	19.725
492	87.4	2328.181	13695.252	1624.301	39.980
492	87.5	2235.019	13410.310	1576.998	35.354
492	87.6	2141.986	13131.290	1531.196	31.879
492	87.7	2049.100	12857.862	1486.813	29.182
492	87.8	1956.381	12589.723	1443.778	27.029
492	87.9	1863.848	12326.594	1402.022	25.268
492	88.0	1771.521	12068.218	1361.481	23.797
492	88.1	1679.420	11814.355	1322.098	22.549
492	88.2	1587.563	11564.785	1283.819	21.472
492	88.3	1495.971	11319.303	1246.592	20.532
492	88.4	1404.663	11077.719	1210.371	19.702
493	87.4	2329.806	13686.894	1621.952	39.855
493	87.5	2236.575	13402.232	1574.733	35.259
493	87.6	2143.473	13123.474	1529.009	31.806
493	87.7	2050.519	12850.292	1484.701	29.123
493	87.8	1957.733	12582.383	1441.737	26.980
493	87.9	1865.134	12319.470	1400.048	25.226
493	88.0	1772.740	12061.295	1359.572	23.762
493	88.1	1680.573	11807.621	1320.250	22.517
493	88.2	1588.650	11558.228	1282.029	21.444
493	88.3	1496.993	11312.912	1244.858	20.507
493	88.4	1405.620	11071.483	1208.690	19.678
494	87.4	2331.427	13678.559	1619.612	39.730
494	87.5	2238.128	13394.178	1572.475	35.165
494	87.6	2144.958	13115.681	1526.830	31.732
494	87.7	2051.937	12842.743	1482.597	29.064
494	87.8	1959.083	12575.064	1439.703	26.931
494	87.9	1866.417	12312.365	1398.081	25.184
494	88.0	1773.957	12054.392	1357.669	23.726
494	88.1	1681.723	11800.906	1318.408	22.486
494	88.2	1589.735	11551.690	1280.245	21.416
494	88.3	1498.013	11306.539	1243.130	20.482
494	88.4	1406.576	11065.266	1207.015	19.655
495	87.4	2333.045	13670.249	1617.280	39.606
495	87.5	2239.678	13386.146	1570.226	35.072
495	87.6	2146.440	13107.911	1524.659	31.660
495	87.7	2053.351	12835.217	1480.499	29.005
495	87.8	1960.431	12567.766	1437.676	26.882
495	87.9	1867.698	12305.281	1396.121	25.143
495	88.0	1775.172	12047.508	1355.773	23.690
495	88.1	1682.872	11794.211	1316.573	22.455
495	88.2	1590.819	11545.170	1278.468	21.388
495	88.3	1499.031	11300.184	1241.408	20.456
495	88.4	1407.530	11059.066	1205.346	19.632
496	87.4	2334.661	13661.963	1614.957	39.483
496	87.5	2241.225	13378.138	1567.985	34.979
496	87.6	2147.920	13100.162	1522.495	31.587
496	87.7	2054.764	12827.712	1478.410	28.947
496	87.8	1961.776	12560.489	1435.657	26.834
496	87.9	1868.976	12298.218	1394.169	25.102
496	88.0	1776.384	12040.644	1353.884	23.655
496	88.1	1684.019	11787.534	1314.745	22.423
496	88.2	1591.900	11538.669	1276.697	21.361
496	88.3	1500.048	11293.848	1239.692	20.431
496	88.4	1408.482	11052.884	1203.683	19.610
497	87.4	2336.273	13653.701	1612.642	39.361
497	87.5	2242.770	13370.153	1565.751	34.887
497	87.6	2149.397	13092.436	1520.340	31.515
497	87.7	2056.173	12820.229	1476.328	28.889
497	87.8	1963.119	12553.233	1433.645	26.785
497	87.9	1870.252	12291.174	1392.223	25.061
497	88.0	1777.594	12033.800	1352.002	23.619
497	88.1	1685.163	11780.877	1312.923	22.392
497	88.2	1592.979	11532.187	1274.933	21.333
497	88.3	1501.062	11287.530	1237.983	20.406
497	88.4	1409.432	11046.719	1202.026	19.587
498	87.4	2337.883	13645.462	1610.335	39.240
498	87.5	2244.312	13362.191	1563.526	34.796
498	87.6	2150.871	13084.733	1518.192	31.443
498	87.7	2057.580	12812.767	1474.254	28.831
498	87.8	1964.459	12545.997	1431.640	26.737
498	87.9	1871.527	12284.151	1390.285	25.020
498	88.0	1778.802	12026.976	1350.127	23.584
498	88.1	1686.306	11774.238	1311.108	22.361
498	88.2	1594.057	11525.723	1273.175	21.305
498	88.3	1502.075	11281.230	1236.280	20.381
498	88.4	1410.381	11040.572	1200.375	19.564
499	87.4	2339.490	13637.248	1608.036	39.119
499	87.5	2245.851	13354.251	1561.309	34.705
499	87.6	2152.343	13077.051	1516.052	31.372
499	87.7	2058.985	12805.326	1472.187	28.773
499	87.8	1965.797	12538.782	1429.643	26.690
499	87.9	1872.798	12277.148	1388.354	24.980
499	88.0	1780.008	12020.171	1348.258	23.549
499	88.1	1687.446	11767.619	1309.299	22.330
499	88.2	1595.132	11519.278	1271.424	21.278
499	88.3	1503.086	11274.947	1234.583	20.357
499	88.4	1411.328	11034.443	1198.730	19.541
500	87.4	2341.094	13629.056	1605.746	38.999
500	87.5	2247.387	13346.335	1559.100	34.614
500	87.6	2153.812	13069.391	1513.919	31.301
500	87.7	2060.387	12797.907	1470.127	28.716
500	87.8	1967.133	12531.588	1427.652	26.642
500	87.9	1874.068	12270.164	1386.429	24.940
500	88.0	1781.212	12013.385	1346.396	23.514
500	88.1	1688.585	11761.018	1307.497	22.300
500	88.2	1596.206	11512.851	1269.679	21.250
500	88.3	1504.095	11268.683	1232.892	20.332
500	88.4	1412.273	11028.331	1197.091	19.519
501	87.4	2342.695	13620.889	1603.464	38.881
501	87.5	2248.921	13338.441	1556.898	34.524
501	87.6	2155.278	13061.753	1511.794	31.231
501	87.7	2061.787	12790.508	1468.075	28.659
501	87.8	1968.466	12524.414	1425.669	26.595
501	87.9	1875.335	12263.201	1384.511	24.899
501	88.0	1782.413	12006.618	1344.541	23.479
501	88.1	1689.721	11754.437	1305.701	22.269
501	88.2	1597.278	11506.442	1267.940	21.223
501	88.3	1505.103	11262.436	1231.207	20.307
501	88.4	1413.216	11022.236	1195.458	19.496
502	87.4	2344.294	13612.744	1601.190	38.763
502	87.5	2250.452	13330.569	1554.705	34.435
502	87.6	2156.742	13054.137	1509.677	31.161
502	87.7	2063.184	12783.131	1466.030	28.602
502	87.8	1969.797	12517.261	1423.693	26.548
502	87.9	1876.600	12256.257	1382.601	24.859
502	88.0	1783.613	11999.871	1342.692	23.445
502	88.1	1690.856	11747.873	1303.912	22.239
502	88.2	1598.347	11500.051	1266.207	21.196
502	88.3	1506.108	11256.207	1229.529	20.283
502	88.4	1414.158	11016.159	1193.831	19.474
503	87.4	2345.889	13604.623	1598.924	38.645
503	87.5	2251.980	13322.720	1552.519	34.346
503	87.6	2158.203	13046.542	1507.567	31.091
503	87.7	2064.578	12775.775	1463.992	28.546
503	87.8	1971.125	12510.128	1421.724	26.501
503	87.9	1877.862	12249.333	1380.697	24.820
503	88.0	1784.810	11993.143	1340.851	23.410
503	88.1	1691.988	11741.329	1302.129	22.208
503	88.2	1599.415	11493.678	1264.481	21.169
503	88.3	1507.112	11249.996	1227.856	20.258
503	88.4	1415.098	11010.099	1192.210	19.452
504	87.4	2347.482	13596.525	1596.666	38.529
504	87.5	2253.505	13314.893	1550.341	34.258
504	87.6	2159.662	13038.969	1505.465	31.022
504	87.7	2065.971	12768.440	1461.962	28.490
504	87.8	1972.451	12503.015	1419.762	26.454
504	87.9	1879.123	12242.428	1378.799	24.780
504	88.0	1786.005	11986.434	1339.015	23.376
504	88.1	1693.118	11734.802	1300.353	22.178
504	88.2	1600.481	11487.324	1262.760	21.142
504	88.3	1508.114	11243.802	1226.189	20.234
504	88.4	1416.037	11004.055	1190.595	19.430
505	87.4	2349.072	13588.451	1594.417	38.413
505	87.5	2255.028	13307.089	1548.171	34.171
505	87.6	2161.118	13031.418	1503.370	30.953
505	87.7	2067.360	12761.125	1459.938	28.434
505	87.8	1973.775	12495.922	1417.806	26.408
505	87.9	1880.381	12235.543	1376.909	24.741
505	88.0	1787.198	11979.743	1337.186	23.342
505	88.1	1694.247	11728.295	1298.583	22.148
505	88.2	1601.545	11480.987	1261.046	21.115
505	88.3	1509.114	11237.626	1224.529	20.210
505	88.4	1416.974	10998.029	1188.985	19.407
506	87.4	2350.659	13580.399	1592.175	38.299
506	87.5	2256.548	13299.307	1546.008	34.083
506	87.6	2162.571	13023.888	1501.283	30.884
506	87.7	2068.748	12753.831	1457.922	28.378
506	87.8	1975.096	12488.849	1415.858	26.362
506	87.9	1881.637	12228.678	1375.025	24.701
506	88.0	1788.389	11973.072	1335.364	23.308
506	88.1	1695.373	11721.805	1296.819	22.118
506	88.2	1602.607	11474.668	1259.338	21.088
506	88.3	1510.113	11231.467	1222.874	20.186
506	88.4	1417.909	10992.020	1187.381	19.385
507	87.4	2352.243	13572.370	1589.941	38.185
507	87.5	2258.066	13291.546	1543.853	33.997
507	87.6	2164.022	13016.379	1499.202	30.816
507	87.7	2070.132	12746.558	1455.913	28.323
507	87.8	1976.415	12481.797	1413.917	26.316
507	87.9	1882.891	12221.832	1373.148	24.662
507	88.0	1789.578	11966.419	1333.548	23.274
507	88.1	1696.497	11715.334	1295.061	22.088
507	88.2	1603.668	11468.367	1257.636	21.062
507	88.3	1511.109	11225.325	1221.225	20.162
507	88.4	1418.842	10986.028	1185.783	19.363
508	87.4	2353.825	13564.364	1587.715	38.071
508	87.5	2259.581	13283.808	1541.706	33.911
508	87.6	2165.471	13008.892	1497.130	30.748
508	87.7	2071.515	12739.305	1453.912	28.268
508	87.8	1977.732	12474.764	1411.982	26.270
508	87.9	1884.142	12215.005	1371.278	24.623
508	88.0	1790.765	11959.785	1331.739	23.240
508	88.1	1697.620	11708.881	1293.310	22.059
508	88.2	1604.726	11462.084	1255.940	21.035
508	88.3	1512.104	11219.201	1219.582	20.138
508	88.4	1419.774	10980.052	1184.190	19.342
509	87.4	2355.404	13556.380	1585.496	37.959
509	87.5	2261.093	13276.092	1539.566	33.825
509	87.6	2166.917	13001.425	1495.064	30.681
509	87.7	2072.895	12732.073	1451.917	28.213
509	87.8	1979.047	12467.751	1410.055	26.224
509	87.9	1885.392	12208.197	1369.414	24.584
509	88.0	1791.950	11953.170	1329.936	23.206
509	88.1	1698.740	11702.446	1291.565	22.029
509	88.2	1605.783	11455.818	1254.250	21.009
509	88.3	1513.097	11213.093	1217.945	20.114
509	88.4	1420.704	10974.094	1182.604	19.320
510	87.4	2356.980	13548.419	1583.286	37.847
510	87.5	2262.602	13268.397	1537.434	33.740
510	87.6	2168.360	12993.980	1493.006	30.614
510	87.7	2074.272	12724.861	1449.929	28.159
510	87.8	1980.359	12460.757	1408.134	26.179
510	87.9	1886.639	12201.408	1367.557	24.546
510	88.0	1793.132	11946.573	1328.139	23.173
510	88.1	1699.858	11696.029	1289.826	22.000
510	88.2	1606.837	11449.570	1252.566	20.983
510	88.3	1514.089	11207.003	1216.313	20.090
510	88.4	1421.633	10968.152	1181.022	19.298
511	87.4	2358.553	13540.481	1581.083	37.736
511	87.5	2264.109	13260.725	1535.309	33.656
511	87.6	2169.801	12986.556	1490.955	30.547
511	87.7	2075.647	12717.669	1447.948	28.105
511	87.8	1981.669	12453.783	1406.220	26.134
511	87.9	1887.884	12194.639	1365.706	24.507
511	88.0	1794.313	11939.995	1326.349	23.140
511	88.1	1700.975	11689.630	1288.093	21.970
511	88.2	1607.890	11443.339	1250.888	20.956
511	88.3	1515.078	11200.930	1214.688	20.066
511	88.4	1422.560	10962.226	1179.447	19.276
512	87.4	2360.124	13532.565	1578.888	37.626
512	87.5	2265.613	13253.073	1533.192	33.572
512	87.6	2171.239	12979.152	1488.912	30.481
512	87.7	2077.020	12710.497	1445.974	28.051
512	87.8	1982.976	12446.829	1404.312	26.089
512	87.9	1889.126	12187.888	1363.862	24.469
512	88.0	1795.491	11933.435	1324.564	23.106
512	88.1	1702.089	11683.249	1286.366	21.941
512	88.2	1608.941	11437.125	1249.216	20.930
512	88.3	1516.066	11194.873	1213.068	20.043
512	88.4	1423.485	10956.317	1177.877	19.255
513	87.4	2361.692	13524.672	1576.701	37.516
513	87.5	2267.115	13245.444	1531.082	33.488
513	87.6	2172.675	12971.769	1486.875	30.415
513	87.7	2078.390	12703.346	1444.008	27.997
513	87.8	1984.281	12439.894	1402.411	26.044
513	87.9	1890.367	12181.156	1362.024	24.431
513	88.0	1796.667	11926.893	1322.787	23.073
513	88.1	1703.202	11676.886	1284.646	21.912
513	88.2	1609.990	11430.929	1247.550	20.904
513	88.3	1517.052	11188.834	1211.454	20.019
513	88.4	1424.408	10950.425	1176.312	19.233
514	87.4	2363.257	13516.800	1574.521	37.408
514	87.5	2268.614	13237.835	1528.979	33.405
514	87.6	2174.108	12964.407	1484.845	30.350
514	87.7	2079.758	12696.214	1442.047	27.944
514	87.8	1985.584	12432.979	1400.517	26.000
514	87.9	1891.605	12174.443	1360.193	24.393
514	88.0	1797.842	11920.370	1321.015	23.040
514	88.1	1704.312	11670.540	1282.931	21.883
514	88.2	1611.037	11424.750	1245.890	20.878
514	88.3	1518.037	11182.811	1209.845	19.996
514	88.4	1425.330	10944.548	1174.754	19.212
515	87.4	2364.819	13508.951	1572.349	37.300
515	87.5	2270.110	13230.248	1526.884	33.323
515	87.6	2175.539	12957.066	1482.823	30.285
515	87.7	2081.124	12689.103	1440.094	27.891
515	87.8	1986.885	12426.082	1398.630	25.955
515	87.9	1892.842	12167.748	1358.368	24.355
515	88.0	1799.014	11913.865	1319.250	23.008
515	88.1	1705.421	11664.212	1281.222	21.854
515	88.2	1612.083	11418.588	1244.235	20.852
515	88.3	1519.019	11176.805	1208.242	19.972
515	88.4	1426.251	10938.689	1173.200	19.191
516	87.4	2366.379	13501.124	1570.184	37.192
516	87.5	2271.604	13222.683	1524.796	33.241
516	87.6	2176.967	12949.745	1480.808	30.220
516	87.7	2082.487	12682.011	1438.148	27.838
516	87.8	1988.183	12419.205	1396.749	25.911
516	87.9	1894.076	12161.073	1356.549	24.318
516	88.0	1800.184	11907.377	1317.490	22.975
516	88.1	1706.527	11657.902	1279.520	21.825
516	88.2	1613.126	11412.444	1242.587	20.827
516	88.3	1520.000	11170.816	1206.645	19.949
516	88.4	1427.170	10932.845	1171.652	19.169
517	87.4	2367.936	13493.319	1568.027	37.086
517	87.5	2273.095	13215.138	1522.715	33.159
517	87.6	2178.393	12942.444	1478.799	30.155
517	87.7	2083.848	12674.939	1436.208	27.786
517	87.8	1989.479	12412.347	1394.875	25.867
517	87.9	1895.308	12154.415	1354.737	24.280
517	88.0	1801.352	11900.908	1315.737	22.942
517	88.1	1707.632	11651.609	1277.823	21.796
517	88.2	1614.168	11406.316	1240.944	20.801
517	88.3	1520.979	11164.843	1205.054	19.926
517	88.4	1428.087	10927.018	1170.109	19.148
518	87.4	2369.490	13485.535	1565.877	36.980
518	87.5	2274.584	13207.615	1520.641	33.078
518	87.6	2179.816	12935.164	1476.798	30.091
518	87.7	2085.206	12667.887	1434.275	27.733
518	87.8	1990.773	12405.509	1393.007	25.824
518	87.9	1896.537	12147.776	1352.931	24.243
518	88.0	1802.518	11894.457	1313.990	22.910
518	88.1	1708.735	11645.333	1276.132	21.768
518	88.2	1615.208	11400.205	1239.307	20.775
518	88.3	1521.957	11158.887	1203.468	19.903
518	88.4	1429.002	10921.206	1168.572	19.127
519	87.4	2371.042	13477.773	1563.735	36.875
519	87.5	2276.070	13200.112	1518.575	32.998
519	87.6	2181.237	12927.904	1474.803	30.027
519	87.7	2086.562	12660.854	1432.349	27.681
519	87.8	1992.065	12398.689	1391.145	25.780
519	87.9	1897.765	12141.156	1351.131	24.206
519	88.0	1803.682	11888.023	1312.249	22.878
519	88.1	1709.836	11639.075	1274.447	21.739
519	88.2	1616.246	11394.111	1237.675	20.750
519	88.3	1522.933	11152.947	1201.887	19.880
519	88.4	1429.916	10915.411	1167.041	19.106
520	87.4	2372.590	13470.034	1561.600	36.770
520	87.5	2277.553	13192.630	1516.515	32.918
520	87.6	2182.655	12920.665	1472.815	29.964
520	87.7	2087.916	12653.841	1430.429	27.630
520	87.8	1993.354	12391.888	1389.290	25.737
520	87.9	1898.991	12134.554	1349.338	24.169
520	88.0	1804.844	11881.608	1310.514	22.846
520	88.1	1710.935	11632.834	1272.768	21.711
520	88.2	1617.282	11388.034	1236.049	20.725
520	88.3	1523.907	11147.024	1200.312	19.857
520	88.4	1430.828	10909.631	1165.514	19.085
521	87.4	2374.137	13462.315	1559.473	36.666
521	87.5	2279.034	13185.170	1514.463	32.838
521	87.6	2184.071	12913.445	1470.835	29.901
521	87.7	2089.267	12646.847	1428.516	27.578
521	87.8	1994.642	12385.105	1387.442	25.694
521	87.9	1900.214	12127.970	1347.550	24.132
521	88.0	1806.004	11875.209	1308.786	22.814
521	88.1	1712.032	11626.610	1271.095	21.683
521	88.2	1618.317	11381.974	1234.429	20.699
521	88.3	1524.879	11141.117	1198.742	19.834
521	88.4	1431.739	10903.868	1163.993	19.064
522	87.4	2375.680	13454.618	1557.353	36.563
522	87.5	2280.513	13177.730	1512.418	32.759
522	87.6	2185.485	12906.245	1468.861	29.838
522	87.7	2090.616	12639.873	1426.610	27.527
522	87.8	1995.926	12378.342	1385.599	25.651
522	87.9	1901.435	12121.404	1345.769	24.096
522	88.0	1807.162	11868.829	1307.063	22.782
522	88.1	1713.127	11620.404	1269.427	21.655
522	88.2	1619.349	11375.930	1232.814	20.674
522	88.3	1525.850	11135.226	1197.178	19.811
522	88.4	1432.648	10898.120	1162.477	19.043
523	87.4	2377.221	13446.943	1555.240	36.461
523	87.5	2281.988	13170.310	1510.380	32.681
523	87.6	2186.896	12899.065	1466.893	29.776
523	87.7	2091.963	12632.917	1424.710	27.476
523	87.8	1997.209	12371.597	1383.764	25.608
