#Bragg gap
Units mDeg mm
17400.00 6.00900
17000.00 6.12028
16990.00 6.12366
16980.00 6.12705
16970.00 6.13044
16960.00 6.13383
16950.00 6.13723
16940.00 6.14063
16930.00 6.14404
16920.00 6.14745
16910.00 6.15087
16900.00 6.15429
16890.00 6.15771
16880.00 6.16114
16870.00 6.16457
16860.00 6.16801
16850.00 6.17145
16840.00 6.17489
16830.00 6.17834
16820.00 6.18179
16810.00 6.18525
16800.00 6.18871
16790.00 6.19218
16780.00 6.19565
16770.00 6.19912
16760.00 6.20260
16750.00 6.20608
16740.00 6.20956
16730.00 6.21305
16720.00 6.21655
16710.00 6.22005
16700.00 6.22355
16690.00 6.22706
16680.00 6.23057
16670.00 6.23408
16660.00 6.24481
16650.00 6.24841
16640.00 6.25202
16630.00 6.25563
16620.00 6.25924
16610.00 6.26286
16600.00 6.26648
16590.00 6.27010
16580.00 6.27372
16570.00 6.27734
16560.00 6.28097
16550.00 6.28460
16540.00 6.28823
16530.00 6.29186
16520.00 6.29550
16510.00 6.29914
16500.00 6.30278
16490.00 6.30642
16480.00 6.31007
16470.00 6.31372
16460.00 6.31737
16450.00 6.32103
16440.00 6.32468
16430.00 6.32834
16420.00 6.33200
16410.00 6.33567
16400.00 6.33933
16390.00 6.34300
16380.00 6.34667
16370.00 6.35035
16360.00 6.35402
16350.00 6.35770
16340.00 6.36138
16330.00 6.36506
16320.00 6.36875
16310.00 6.37244
16300.00 6.37613
16290.00 6.37982
16280.00 6.38352
16270.00 6.38721
16260.00 6.39091
16250.00 6.39462
16240.00 6.39832
16230.00 6.40203
16220.00 6.40574
16210.00 6.40945
16200.00 6.41317
16190.00 6.41689
16180.00 6.42061
16170.00 6.42433
16160.00 6.42805
16150.00 6.43178
16140.00 6.43551
16130.00 6.43925
16120.00 6.44298
16110.00 6.44672
16100.00 6.45046
16090.00 6.45420
16080.00 6.45794
16070.00 6.46169
16060.00 6.46544
16050.00 6.46919
16040.00 6.47295
16030.00 6.47670
16020.00 6.48046
16010.00 6.48423
16000.00 6.48799
15990.00 6.49176
15980.00 6.49553
15970.00 6.49930
15960.00 6.50307
15950.00 6.50685
15940.00 6.51063
15930.00 6.51441
15920.00 6.51819
15910.00 6.52198
15900.00 6.52577
15890.00 6.52956
15880.00 6.53335
15870.00 6.53715
15860.00 6.54095
15850.00 6.54475
15840.00 6.54855
15830.00 6.55236
15820.00 6.55617
15810.00 6.55998
15800.00 6.56379
15790.00 6.56761
15780.00 6.57143
15770.00 6.57525
15760.00 6.57907
15750.00 6.58290
15740.00 6.58673
15730.00 6.59056
15720.00 6.59439
15710.00 6.59822
15700.00 6.60206
15690.00 6.60590
15680.00 6.60975
15670.00 6.61359
15660.00 6.61744
15650.00 6.62129
15640.00 6.62514
15630.00 6.62900
15620.00 6.63285
15610.00 6.63671
15600.00 6.64058
15590.00 6.64444
15580.00 6.64831
15570.00 6.65218
15560.00 6.65605
15550.00 6.65993
15540.00 6.66380
15530.00 6.66768
15520.00 6.67157
15510.00 6.67545
15500.00 6.67934
15490.00 6.68323
15480.00 6.68712
15470.00 6.69101
15460.00 6.69491
15450.00 6.69881
15440.00 6.70271
15430.00 6.70662
15420.00 6.71052
15410.00 6.71443
15400.00 6.71834
15390.00 6.72226
15380.00 6.72617
15370.00 6.73009
15360.00 6.73401
15350.00 6.73794
15340.00 6.74187
15330.00 6.74579
15320.00 6.74973
15310.00 6.75366
15300.00 6.75760
15290.00 6.76153
15280.00 6.76548
15270.00 6.76942
15260.00 6.77337
15250.00 6.77548
15240.00 6.77959
15230.00 6.78370
15220.00 6.78782
15210.00 6.79194
15200.00 6.79607
15190.00 6.80020
15180.00 6.80434
15170.00 6.80848
15160.00 6.81262
15150.00 6.81677
15140.00 6.82092
15130.00 6.82508
15120.00 6.82924
15110.00 6.83340
15100.00 6.83757
15090.00 6.84174
15080.00 6.84592
15070.00 6.85010
15060.00 6.85428
15050.00 6.85847
15040.00 6.86267
15030.00 6.86686
15020.00 6.87107
15010.00 6.87527
15000.00 6.87948
14990.00 6.88370
14980.00 6.88791
14970.00 6.89214
14960.00 6.89636
14950.00 6.90059
14940.00 6.90483
14930.00 6.90907
14920.00 6.91331
14910.00 6.91756
14900.00 6.92181
14890.00 6.92607
14880.00 6.93033
14870.00 6.93459
14860.00 6.93886
14850.00 6.94313
14840.00 6.94741
14830.00 6.95169
14820.00 6.95597
14810.00 6.96026
14800.00 6.96456
14790.00 6.96885
14780.00 6.97316
14770.00 6.97746
14760.00 6.98177
14750.00 6.98609
14740.00 6.99040
14730.00 6.99473
14720.00 6.99905
14710.00 7.00338
14700.00 7.00772
14690.00 7.01206
14680.00 7.01640
14670.00 7.02075
14660.00 7.02510
14650.00 7.02946
