#Bragg	gap
Units mDeg mm
7100.00 5.98528
7090.00 5.99396
7080.00 6.00265
7070.00 6.01134
7060.00 6.02003
7050.00 6.02873
7040.00 6.03743
7030.00 6.04614
7020.00 6.05485
7010.00 6.06357
7000.00 6.07229
6990.00 6.08101
6980.00 6.08974
6970.00 6.09563
6960.00 6.10419
6950.00 6.11278
6940.00 6.12142
6930.00 6.13009
6920.00 6.13881
6910.00 6.14756
6900.00 6.15636
6890.00 6.16519
6880.00 6.17407
6870.00 6.18298
6860.00 6.19194
6850.00 6.20093
6840.00 6.20996
6830.00 6.21903
6820.00 6.22815
6815.00 6.23477
6805.00 6.24384
6795.00 6.25290
6785.00 6.26197
6775.00 6.27102
6765.00 6.28007
6755.00 6.28912
6745.00 6.29816
6735.00 6.30720
6725.00 6.31623
6720.00 6.31911
6710.00 6.32829
6700.00 6.33748
6690.00 6.34669
6680.00 6.35592
6670.00 6.36517
6660.00 6.37443
6650.00 6.38372
6640.00 6.39302
6630.00 6.40234
6620.00 6.41167
6610.00 6.42103
6600.00 6.43040
6590.00 6.43979
6580.00 6.44920
6570.00 6.45863
6560.00 6.46808
6550.00 6.47754
6540.00 6.48702
6530.00 6.49652
6520.00 6.50604
6510.00 6.51557
6500.00 6.52513
6490.00 6.53470
6480.00 6.54429
6470.00 6.55390
6460.00 6.56352
6450.00 6.57317
6440.00 6.58283
6430.00 6.59251
6420.00 6.60221
6410.00 6.61192
6400.00 6.62165
6390.00 6.63141
6380.00 6.64118
6370.00 6.65096
6360.00 6.66077
6350.00 6.67059
6340.00 6.68044
6330.00 6.69030
6320.00 6.70017
