#Bragg	gap
Units mDeg mm
8000.00 6.01097
7600.00 6.32514
7590.00 6.33350
7580.00 6.34182
7570.00 6.35010
7560.00 6.35834
7550.00 6.36654
7540.00 6.37470
7530.00 6.38283
7520.00 6.39092
7510.00 6.39897
7500.00 6.40698
7490.00 6.41495
7480.00 6.42289
7470.00 6.43079
7460.00 6.43864
7450.00 6.44646
7150.00 6.69261
7140.00 6.70175
7130.00 6.71090
7120.00 6.72583
7110.00 6.73451
7100.00 6.74322
7090.00 6.75196
7080.00 6.76073
7070.00 6.76953
7060.00 6.77835
7050.00 6.78720
7040.00 6.79608
7030.00 6.80499
7020.00 6.81393
7010.00 6.82289
7000.00 6.83188
6990.00 6.84090
6980.00 6.84995
6970.00 6.85903
6960.00 6.86814
6950.00 6.87727
6940.00 6.88643
6930.00 6.89562
6920.00 6.90483
6910.00 6.91408
6900.00 6.92335
6890.00 6.93265
6880.00 6.94198
6870.00 6.95134
6860.00 6.96072
6850.00 6.97013
6840.00 6.97958
6830.00 6.98904
6820.00 6.99854
6810.00 7.00806
6800.00 7.01762
6790.00 7.02720
6780.00 7.03112
6770.00 7.04027
6760.00 7.04943
6750.00 7.05858
6480.30 7.32559
