#Bragg gap
Units mDeg mm
13500.00 7.56149
13490.00 7.56636
13480.00 7.57123
13470.00 7.57611
13460.00 7.58099
13450.00 7.58587
13440.00 7.59076
13430.00 7.59566
13420.00 7.60055
13410.00 7.60546
13400.00 7.61036
13390.00 7.61528
13380.00 7.62019
13375.00 7.62591
13365.00 7.63095
13355.00 7.63601
13345.00 7.64106
13335.00 7.64613
13325.00 7.65120
13315.00 7.65628
13305.00 7.66137
13295.00 7.66646
13285.00 7.67156
13275.00 7.67666
13265.00 7.68177
13255.00 7.68689
13245.00 7.69202
13235.00 7.69715
13225.00 7.70229
13215.00 7.70744
13205.00 7.71259
13195.00 7.71775
13185.00 7.72292
13175.00 7.72810
13165.00 7.73328
13155.00 7.73846
13145.00 7.74366
13135.00 7.74886
13125.00 7.75407
13115.00 7.75928
13105.00 7.76450
13095.00 7.76973
13085.00 7.77497
13075.00 7.78021
13065.00 7.78546
13055.00 7.79072
13045.00 7.79598
13035.00 7.80125
13025.00 7.80652
13015.00 7.81181
13005.00 7.81710
12995.00 7.82239
12985.00 7.82770
12975.00 7.83301
12965.00 7.83833
12955.00 7.84365
12945.00 7.84898
12935.00 7.85432
12925.00 7.85966
12915.00 7.86501
12905.00 7.87037
12895.00 7.87573
12885.00 7.88111
12875.00 7.88649
12865.00 7.89187
12855.00 7.89726
12845.00 7.90266
12835.00 7.90807
12825.00 7.91348
12815.00 7.91890
12805.00 7.92433
12795.00 7.92976
12785.00 7.93520
12775.00 7.94065
12757.00 7.94515
12747.00 7.95052
12737.00 7.95590
12727.00 7.96128
12717.00 7.96666
12707.00 7.96779
12697.00 7.97325
12687.00 7.98074
12677.00 7.98626
12667.00 7.99179
12657.00 7.99733
12647.00 8.00287
12637.00 8.00842
12627.00 8.01398
12617.00 8.01954
12607.00 8.02511
12597.00 8.03069
12587.00 8.03627
12577.00 8.04186
12567.00 8.04746
12557.00 8.05306
12547.00 8.05867
12537.00 8.06429
12527.00 8.06992
12517.00 8.07555
12507.00 8.08118
12497.00 8.08683
12487.00 8.09248
12477.00 8.09814
12467.00 8.10380
12457.00 8.10947
12447.00 8.11515
12437.00 8.12084
12427.00 8.12653
12417.00 8.13223
12407.00 8.13793
12397.00 8.14365
12387.00 8.14937
12377.00 8.15509
12367.00 8.16082
12357.00 8.16656
12347.00 8.17231
12337.00 8.17806
12327.00 8.18382
12317.00 8.18959
12307.00 8.19536
12297.00 8.20114
12287.00 8.20693
12277.00 8.21272
12267.00 8.21852
12257.00 8.22433
12247.00 8.23014
12237.00 8.23597
12227.00 8.24179
12217.00 8.24763
12207.00 8.25347
12197.00 8.25932
12187.00 8.26517
12177.00 8.27103
12167.00 8.27690
12157.00 8.28277
12147.00 8.28866
12137.00 8.29455
12127.00 8.30044
12117.00 8.30634
