#Bragg	gap
Units mDeg mm
8000.00 6.01097
7118.00 6.71710
7108.00 6.72624
7098.00 6.73537
7088.00 6.74451
7078.00 6.75364
7068.00 6.76278
7058.00 6.77191
7048.00 6.78105
7038.00 6.79019
7028.00 6.79932
7018.00 6.80846
7008.00 6.81759
6998.00 6.82673
6988.00 6.83586
6978.00 6.84500
6968.00 6.85414
6958.00 6.86327
6948.00 6.87241
6938.00 6.88154
6928.00 6.89068
6918.00 6.89981
6908.00 6.90895
6898.00 6.91809
6888.00 6.92722
6878.00 6.93636
6868.00 6.94549
6858.00 6.95463
6848.00 6.96376
6838.00 6.97290
6828.00 6.98203
6801.00 7.00895
6480.30 7.32559
