#Bragg	gap
Units mDeg mm 
9228.00 6.02100
9178.00 6.04300
9150.00 6.06610
9140.00 6.07458
9136.98 6.07648
9133.97 6.07838
9130.95 6.08028
9127.94 6.08218
9124.92 6.08408
9121.91 6.08598
9118.89 6.08789
9115.88 6.08980
9112.86 6.09171
9109.85 6.09362
9106.83 6.09553
9103.82 6.09744
9100.80 6.09936
9097.79 6.10127
9094.77 6.10319
9091.76 6.10511
9088.74 6.10703
9085.73 6.10895
9082.71 6.11088
9079.70 6.11280
9076.68 6.11473
9073.67 6.11666
9070.65 6.11859
9067.64 6.12052
9064.62 6.12245
9061.61 6.12438
9058.59 6.12632
9055.58 6.12826
9052.56 6.13019
9049.55 6.13213
9046.53 6.13408
9043.52 6.13602
9040.50 6.13796
9037.49 6.13991
9034.47 6.14186
9031.46 6.14381
9028.44 6.14576
9025.43 6.14771
9022.41 6.14966
9019.40 6.15162
9016.38 6.15357
9013.37 6.15553
9010.35 6.15749
9007.34 6.15945
9004.32 6.16141
9001.31 6.16338
8998.29 6.16534
8995.28 6.16731
8992.26 6.16928
8989.25 6.17125
8986.23 6.17322
8983.22 6.17519
8980.20 6.17716
8977.19 6.17914
8974.17 6.18112
8971.16 6.18310
8968.14 6.18508
8965.13 6.18706
8962.11 6.18904
8959.10 6.19103
8956.08 6.19301
8953.07 6.19500
8950.05 6.19699
8947.04 6.19898
8944.02 6.20097
8941.01 6.20296
8937.99 6.20496
8934.97 6.20696
8931.96 6.20895
8928.94 6.21095
8925.93 6.21295
8922.91 6.21496
8919.90 6.21696
8916.88 6.21897
8913.87 6.22097
8910.85 6.22298
8907.84 6.22499
8904.82 6.22700
8901.81 6.22902
8898.79 6.23103
8895.78 6.23305
8892.76 6.23506
8889.75 6.23708
8886.73 6.23910
8883.72 6.24112
8880.70 6.24315
8877.69 6.24517
8874.67 6.24720
8871.66 6.24923
8868.64 6.25126
8865.63 6.25329
8862.61 6.25532
8859.60 6.25735
8856.58 6.25939
8853.57 6.26142
8850	6.26866
8847.59	6.27028
8845.18	6.27191
8842.76	6.27354
8840.35	6.27517
8837.94	6.2768
8835.53	6.27843
8833.12	6.28006
8830.7	6.28169
8828.29	6.28333
8825.88	6.28496
8823.47	6.2866
8821.06	6.28823
8818.64	6.28987
8816.23	6.29151
8813.82	6.29314
8811.41	6.29478
8808.99	6.29642
8806.58	6.29806
8804.17	6.2997
8801.76	6.30135
8799.35	6.30299
8796.93	6.30463
8794.52	6.30628
8792.11	6.30792
8789.7	6.30957
8787.29	6.31122
8784.87	6.31286
8782.46	6.31451
8780.05	6.31616
8777.64	6.31781
8775.23	6.31946
8772.81	6.32111
8770.4	6.32277
8767.99	6.32442
8765.58	6.32607
8763.17	6.32773
8760.75	6.32939
8758.34	6.33104
8755.93	6.3327
8753.52	6.33436
8751.11	6.33602
8748.69	6.33768
8746.28	6.33934
8743.87	6.341
8741.46	6.34266
8739.05	6.34433
8736.63	6.34599
8734.22	6.34765
8731.81	6.34932
8729.4	6.35099
8726.98	6.35265
8724.57	6.35432
8722.16	6.35599
8719.75	6.35766
8717.34	6.35933
8714.92	6.361
8712.51	6.36267
8710.1	6.36435
8707.69	6.36602
8705.28	6.36769
8702.86	6.36937
8700.45	6.37105
8698.04	6.37272
8695.63	6.3744
8693.22	6.37608
8690.8	6.37776
8688.39	6.37944
8685.98	6.38112
8683.57	6.3828
8681.16	6.38448
8678.74	6.38617
8676.33	6.38785
8673.92	6.38954
8671.51	6.39122
8669.1	6.39291
8666.68	6.3946
8664.27	6.39629
8661.86	6.39797
8659.45	6.39966
8657.04	6.40135
8654.62	6.40305
8652.21	6.40474
8649.8	6.40643
8647.39	6.40813
8644.97	6.40982
