strip	i0_corr	it_corr	lnI0It	i0_dark	it_dark	i0_raw	it_raw
392	25242978.00	23466732.00	0.07296	1588947	1590936	26831925	25057668
393	25390118.00	23684351.00	0.06955	1550047	1550079	26940165	25234430
394	25278727.00	23656335.00	0.06633	1694581	1696425	26973308	25352760
395	25496150.00	23965316.00	0.06192	1632230	1632524	27128380	25597840
396	25333700.00	23924087.00	0.05725	1599929	1600424	26933629	25524511
397	25565806.00	24256957.00	0.05255	1545131	1544912	27110937	25801869
398	25374356.00	24224265.00	0.04638	1557953	1559336	26932309	25783601
399	25532114.00	24547606.00	0.03932	1588121	1587696	27120235	26135302
400	25409794.00	24598503.00	0.03245	1562086	1563583	26971880	26162086
401	25910908.00	25277411.00	0.02475	1625757	1624198	27536665	26901609
402	25443013.00	24974431.00	0.01859	1627626	1628539	27070639	26602970
403	25577773.00	25311016.00	0.01048	1530316	1530557	27108089	26841573
404	25663208.00	25625092.00	0.00149	1557082	1557792	27220290	27182884
405	25735537.00	25899154.00	-0.00634	1559319	1558634	27294856	27457788
406	25615464.00	25985158.00	-0.01433	1683336	1683869	27298800	27669027
407	25817023.00	26414646.00	-0.02288	1636631	1636017	27453654	28050663
408	25668782.00	26480889.00	-0.03115	1800221	1800099	27469003	28280988
409	25866539.00	26922281.00	-0.04000	1573677	1576509	27440216	28498790
410	25821567.00	27118199.00	-0.04899	1735305	1735624	27556872	28853823
411	25873665.00	27388936.00	-0.05691	1615732	1616725	27489397	29005661
412	25848541.00	27592606.00	-0.06529	1631222	1632144	27479763	29224750
413	25845033.00	27796985.00	-0.07281	1444189	1445415	27289222	29242400
414	25646983.00	27778210.00	-0.07983	1580006	1581025	27226989	29359235
415	25880548.00	28234283.00	-0.08705	1676874	1678770	27557422	29913053
416	25841654.00	28346223.00	-0.09251	1632928	1633499	27474582	29979722
417	25947803.00	28587690.00	-0.09689	1620241	1621472	27568044	30209162
418	25856434.00	28602877.00	-0.10095	1685388	1685810	27541822	30288687
419	26079166.00	28912247.00	-0.10313	1527124	1528245	27606290	30440492
420	26091426.00	28936931.00	-0.10351	1633170	1634659	27724596	30571590
421	25696814.00	28501043.00	-0.10357	1588348	1589758	27285162	30090801
422	25788892.00	28564450.00	-0.10222	1665673	1667060	27454565	30231510
423	26198438.00	28942829.00	-0.09962	1630172	1631545	27828610	30574374
424	25929731.00	28550365.00	-0.09628	1745138	1745228	27674869	30295593
425	26261978.00	28766512.00	-0.09109	1680471	1680491	27942449	30447003
426	26074450.00	28437817.00	-0.08676	1647934	1649493	27722384	30087310
427	26431980.00	28680762.00	-0.08165	1579918	1580993	28011898	30261755
428	26227082.00	28271423.00	-0.07506	1685341	1687677	27912423	29959100
429	26282115.00	28125446.00	-0.06779	1644738	1644485	27926853	29769931
430	26264161.00	27942455.00	-0.06194	1734474	1735164	27998635	29677619
431	26669518.00	28187978.00	-0.05537	1614493	1614840	28284011	29802818
432	26477366.00	27822510.00	-0.04956	1705738	1707545	28183104	29530055
433	26743659.00	27946153.00	-0.04398	1666295	1666681	28409954	29612834
434	26900345.00	27967479.00	-0.03890	1631783	1633024	28532128	29600503
435	26774327.00	27676817.00	-0.03315	1695785	1695699	28470112	29372516
436	26612448.00	27413691.00	-0.02966	1646818	1648042	28259266	29061733
437	26838522.00	27574921.00	-0.02707	1611944	1611347	28450466	29186268
438	25972990.00	26601371.00	-0.02391	1712856	1714112	27685846	28315483
439	25573887.00	26116489.00	-0.02100	1635769	1636108	27209656	27752597
440	26460186.00	27001524.00	-0.02025	1656392	1656482	28116578	28658006
441	27143496.00	27662866.00	-0.01895	1643567	1644005	28787063	29306871
442	27116242.00	27596361.00	-0.01755	1686483	1686359	28802725	29282720
443	27200963.00	27661550.00	-0.01679	1639163	1638932	28840126	29300482
444	27067155.00	27488250.00	-0.01544	1652569	1653372	28719724	29141622
445	27095923.00	27510630.00	-0.01519	1758399	1758709	28854322	29269339
446	27021551.00	27447588.00	-0.01564	1623405	1623740	28644956	29071328
447	27153594.00	27592569.00	-0.01604	1747626	1748054	28901220	29340623
448	27199088.00	27618589.00	-0.01531	1914286	1915757	29113374	29534346
449	26831517.00	27292990.00	-0.01705	1881134	1883222	28712651	29176212
450	27216790.00	27757952.00	-0.01969	1909704	1910455	29126494	29668407
451	26891425.00	27456938.00	-0.02081	1745595	1747226	28637020	29204164
452	27044471.00	27606157.00	-0.02056	1826513	1828138	28870984	29434295
453	27174997.00	27749844.00	-0.02093	1736070	1737138	28911067	29486982
454	27305878.00	27871900.00	-0.02052	1875645	1877534	29181523	29749434
455	27031610.00	27592101.00	-0.02052	1672670	1673348	28704280	29265449
456	27366360.00	27948847.00	-0.02106	1761420	1762416	29127780	29711263
457	26873199.00	27430836.00	-0.02054	1728216	1728309	28601415	29159145
458	26943507.00	27525429.00	-0.02137	1778030	1779206	28721537	29304635
459	26608088.00	27238791.00	-0.02343	1791408	1791739	28399496	29030530
460	26808619.00	27495570.00	-0.02530	1752737	1753992	28561356	29249562
461	26517063.00	27238841.00	-0.02686	1778107	1777897	28295170	29016738
462	27159498.00	27966391.00	-0.02928	1804337	1805392	28963835	29771783
463	27050530.00	27945067.00	-0.03253	1749506	1749000	28800036	29694067
464	27209468.00	28170609.00	-0.03471	1790623	1791769	29000091	29962378
465	25794559.00	26753113.00	-0.03649	1767173	1766347	27561732	28519460
466	25525895.00	26526978.00	-0.03847	1783866	1785215	27309761	28312193
467	25258707.00	26399516.00	-0.04417	1701071	1700501	26959778	28100017
468	26483561.00	27767476.00	-0.04734	1767748	1769459	28251309	29536935
469	26281199.00	27567633.00	-0.04779	1804734	1804954	28085933	29372587
470	26281223.00	27594202.00	-0.04875	1824207	1824448	28105430	29418650
471	26068439.00	27370316.00	-0.04873	1782945	1782357	27851384	29152673
472	26277063.00	27606738.00	-0.04936	1848146	1849172	28125209	29455910
473	26059421.00	27355137.00	-0.04852	1870387	1872328	27929808	29227465
474	26156038.00	27368001.00	-0.04529	1851103	1852013	28007141	29220014
475	25437883.00	26518657.00	-0.04161	1807357	1808755	27245240	28327412
476	25848998.00	26856934.00	-0.03825	1753330	1755401	27602328	28612335
477	25250556.00	26082808.00	-0.03243	1828788	1829845	27079344	27912653
478	25400478.00	26115107.00	-0.02775	1912857	1915101	27313335	28030208
479	25178605.00	25781366.00	-0.02366	1806614	1808546	26985219	27589912
480	25563810.00	26038400.00	-0.01839	1865125	1866225	27428935	27904625
481	25030179.00	25365263.00	-0.01330	1718263	1719189	26748442	27084452
482	25144863.00	25375319.00	-0.00912	1800229	1799931	26945092	27175250
483	24828104.00	24958541.00	-0.00524	1746441	1749770	26574545	26708311
484	24949024.00	24990551.00	-0.00166	1789967	1790844	26738991	26781395
485	24906995.00	24875194.00	0.00128	1780074	1783169	26687069	26658363
486	24857136.00	24773353.00	0.00338	1775448	1778955	26632584	26552308
487	24684643.00	24574941.00	0.00445	1794949	1796083	26479592	26371024
488	24668593.00	24530357.00	0.00562	1817082	1815101	26485675	26345458
489	24262383.00	24118558.00	0.00595	1739348	1740163	26001731	25858721
490	23960331.00	23804360.00	0.00653	1706580	1708482	25666911	25512842
491	23642784.00	23511592.00	0.00556	1828672	1828859	25471456	25340451
492	23802654.00	23686176.00	0.00491	1702329	1703955	25504983	25390131
493	23798708.00	23713441.00	0.00359	1759894	1760322	25558602	25473763
494	24109369.00	24063033.00	0.00192	1728790	1731184	25838159	25794217
495	24086025.00	24094952.00	-0.00037	1879353	1880084	25965378	25975036
496	24433095.00	24479915.00	-0.00191	1783693	1785877	26216788	26265792
497	24189516.00	24279991.00	-0.00373	1925564	1925754	26115080	26205745
498	24163545.00	24325488.00	-0.00668	1757059	1757964	25920604	26083452
499	24052815.00	24309342.00	-0.01061	1753487	1752920	25806302	26062262
500	24113565.00	24455528.00	-0.01408	1848362	1850739	25961927	26306267
501	23852990.00	24277765.00	-0.01765	1778510	1777487	25631500	26055252
502	24253441.00	24777369.00	-0.02137	1801112	1802821	26054553	26580190
503	23925246.00	24532797.00	-0.02508	1658600	1658418	25583846	26191215
504	24079726.00	24795867.00	-0.02931	1761614	1762612	25841340	26558479
505	23803499.00	24638567.00	-0.03448	1800556	1799763	25604055	26438330
506	24159076.00	25126195.00	-0.03925	1716347	1717211	25875423	26843406
507	23842372.00	24908134.00	-0.04373	1652925	1653407	25495297	26561541
508	23774323.00	24947236.00	-0.04816	1876993	1877374	25651316	26824610
509	23824929.00	25125729.00	-0.05316	1863745	1864493	25688674	26990222
510	23934669.00	25343427.00	-0.05719	1780246	1783149	25714915	27126576
511	23867574.00	25399000.00	-0.06219	1889160	1890543	25756734	27289543
512	24067751.00	25744228.00	-0.06734	1788026	1788782	25855777	27533010
513	23759114.00	25535893.00	-0.07212	1683829	1687246	25442943	27223139
514	23825950.00	25692656.00	-0.07543	1920929	1922140	25746879	27614796
515	23683295.00	25646767.00	-0.07965	1693683	1694755	25376978	27341522
516	23814221.00	25884218.00	-0.08335	1705570	1707019	25519791	27591237
517	23838169.00	26003568.00	-0.08695	1543674	1544699	25381843	27548267
518	23955439.00	26215833.00	-0.09017	1788343	1790521	25743782	28006354
519	23605274.00	25882653.00	-0.09210	1665459	1666556	25270733	27549209
520	23963077.00	26323615.00	-0.09395	1881927	1883088	25845004	28206703
521	24051314.00	26471441.00	-0.09588	1665261	1666921	25716575	28138362
522	23782433.00	26208865.00	-0.09715	1772710	1774969	25555143	27983834
523	23636458.00	26064992.00	-0.09780	1659623	1661098	25296081	27726090
524	23356071.00	25721549.00	-0.09647	1799158	1800655	25155229	27522204
525	23372472.00	25746875.00	-0.09675	1663220	1664136	25035692	27411011
526	23855219.00	26284563.00	-0.09698	1800507	1801531	25655726	28086094
527	23966640.00	26392018.00	-0.09640	1664831	1665893	25631471	28057911
528	24254639.00	26681190.00	-0.09535	1763783	1765458	26018422	28446648
529	24108555.00	26490212.00	-0.09421	1710570	1710988	25819125	28201200
530	24236187.00	26583094.00	-0.09243	1683813	1684553	25920000	28267647
531	24092895.00	26379716.00	-0.09068	1680991	1682488	25773886	28062204
532	24317576.00	26623110.00	-0.09058	1752050	1753377	26069626	28376487
533	24256697.00	26518114.00	-0.08914	1665304	1666046	25922001	28184160
534	24329467.00	26584681.00	-0.08865	1849409	1850216	26178876	28434897
535	24372083.00	26625672.00	-0.08844	1582734	1583132	25954817	28208804
536	24363694.00	26603290.00	-0.08794	1799731	1800246	26163425	28403536
537	24095380.00	26295222.00	-0.08737	1668490	1671485	25763870	27966707
538	24263933.00	26478107.00	-0.08733	1697727	1697184	25961660	28175291
539	24102754.00	26308656.00	-0.08757	1655383	1656891	25758137	27965547
540	24389815.00	26635865.00	-0.08809	1794491	1794292	26184306	28430157
541	24285125.00	26522508.00	-0.08813	1557694	1558820	25842819	28081328
542	24532209.00	26833744.00	-0.08967	1764247	1764941	26296456	28598685
543	24174709.00	26438218.00	-0.08950	1551751	1552302	25726460	27990520
544	24120195.00	26404511.00	-0.09049	1825879	1825707	25946074	28230218
545	23890077.00	26222794.00	-0.09317	1600520	1602497	25490597	27825291
546	24194752.00	26604902.00	-0.09496	1715037	1714684	25909789	28319586
547	24590096.00	27051922.00	-0.09541	1681741	1682678	26271837	28734600
548	24209975.00	26624260.00	-0.09506	1702845	1704018	25912820	28328278
549	23781379.00	26242787.00	-0.09849	1480497	1480984	25261876	27723771
550	24506123.00	27082106.00	-0.09995	1763853	1767080	26269976	28849186
551	24525542.00	27099650.00	-0.09981	1614710	1615872	26140252	28715522
552	24625781.00	27227185.00	-0.10042	1730780	1730497	26356561	28957682
553	24600522.00	27211951.00	-0.10089	1651160	1651429	26251682	28863380
554	24649719.00	27277998.00	-0.10131	1731426	1733076	26381145	29011074
555	24682587.00	27319763.00	-0.10151	1612916	1614337	26295503	28934100
556	24916833.00	27551538.00	-0.10051	1682377	1684114	26599210	29235652
557	25034053.00	27654466.00	-0.09955	1676472	1677598	26710525	29332064
558	24819681.00	27398172.00	-0.09884	1761609	1764012	26581290	29162184
559	25049947.00	27616932.00	-0.09756	1529890	1530612	26579837	29147544
560	24835564.00	27342184.00	-0.09615	1710566	1711879	26546130	29054063
561	24916888.00	27405359.00	-0.09519	1649038	1649787	26565926	29055146
562	25015119.00	27469427.00	-0.09359	1645327	1646493	26660446	29115920
563	25093237.00	27495757.00	-0.09143	1718932	1720471	26812169	29216228
564	25350565.00	27738413.00	-0.09002	1675840	1677913	27026405	29416326
565	25211203.00	27522769.00	-0.08773	1609967	1610837	26821170	29133606
566	25266924.00	27546232.00	-0.08637	1771336	1773142	27038260	29319374
567	25145768.00	27381543.00	-0.08518	1593208	1594673	26738976	28976216
568	25272893.00	27465718.00	-0.08321	1708868	1708597	26981761	29174315
569	25202302.00	27345604.00	-0.08162	1606549	1607556	26808851	28953160
570	25063271.00	27121850.00	-0.07894	1739915	1739689	26803186	28861539
571	24774502.00	26788598.00	-0.07816	1558711	1561505	26333213	28350103
572	25104103.00	27121899.00	-0.07731	1619885	1620203	26723988	28742102
573	25524264.00	27537856.00	-0.07593	1694977	1695691	27219241	29233547
574	25537292.00	27526130.00	-0.07500	1749912	1750792	27287204	29276922
575	25246675.00	27178659.00	-0.07374	1712572	1713683	26959247	28892342
576	25235114.00	27138953.00	-0.07273	1818467	1819023	27053581	28957976
577	25401421.00	27299334.00	-0.07206	1584428	1586988	26985849	28886322
578	25577239.00	27455561.00	-0.07087	1864849	1866551	27442088	29322112
579	25413834.00	27239133.00	-0.06936	1666688	1669177	27080522	28908310
580	25458439.00	27251041.00	-0.06804	1785884	1786514	27244323	29037555
581	25438933.00	27179282.00	-0.06617	1619837	1621314	27058770	28800596
582	25429356.00	27154020.00	-0.06562	1644914	1646590	27074270	28800610
583	25443323.00	27166817.00	-0.06554	1612891	1613344	27056214	28780161
584	25313114.00	26971238.00	-0.06345	1712777	1714439	27025891	28685677
585	25276054.00	26911095.00	-0.06268	1548692	1549870	26824746	28460965
586	25591905.00	27237256.00	-0.06231	1703614	1704813	27295519	28942069
587	25451630.00	27038134.00	-0.06047	1674141	1675073	27125771	28713207
588	25268341.00	26820182.00	-0.05960	1800687	1802854	27069028	28623036
589	25421156.00	26953160.00	-0.05852	1679445	1681000	27100601	28634160
590	25277150.00	26787075.00	-0.05802	1666966	1669278	26944116	28456353
591	25357828.00	26845167.00	-0.05700	1686812	1686674	27044640	28531841
592	25174085.00	26605836.00	-0.05532	1769377	1771689	26943462	28377525
593	25140621.00	26565089.00	-0.05511	1718921	1718940	26859542	28284029
594	25188345.00	26588158.00	-0.05408	1668933	1669883	26857278	28258041
595	25218102.00	26625907.00	-0.05432	1576509	1578549	26794611	28204456
596	25292033.00	26684552.00	-0.05360	1699405	1700562	26991438	28385114
597	25121817.00	26482968.00	-0.05277	1691775	1691688	26813592	28174656
598	25136355.00	26536556.00	-0.05421	1675201	1675784	26811556	28212340
599	25258948.00	26678237.00	-0.05467	1620294	1621680	26879242	28299917
600	25297395.00	26723790.00	-0.05485	1786687	1787633	27084082	28511423
601	25086890.00	26519045.00	-0.05552	1637104	1639193	26723994	28158238
602	25306702.00	26805706.00	-0.05755	1658162	1658325	26964864	28464031
603	25253683.00	26778135.00	-0.05861	1607575	1610179	26861258	28388314
604	25232254.00	26830564.00	-0.06142	1728040	1728108	26960294	28558672
605	25157472.00	26768398.00	-0.06207	1806967	1808551	26964439	28576949
606	25251773.00	26915826.00	-0.06382	1751553	1752332	27003326	28668158
607	25406711.00	27138947.00	-0.06596	1650629	1651384	27057340	28790331
608	25423485.00	27229417.00	-0.06862	1796200	1797353	27219685	29026770
609	25284605.00	27149392.00	-0.07116	1698212	1701002	26982817	28850394
610	25314832.00	27221969.00	-0.07263	1712378	1711895	27027210	28933864
611	25028559.00	26959272.00	-0.07431	1652017	1654644	26680576	28613916
612	24584764.00	26540443.00	-0.07654	1798272	1799079	26383036	28339522
613	24500830.00	26552501.00	-0.08042	1569842	1571943	26070672	28124444
614	25426756.00	27628587.00	-0.08305	1796325	1799648	27223081	29428235
615	25640177.00	27902868.00	-0.08457	1680503	1682102	27320680	29584970
616	25708727.00	28043047.00	-0.08691	1752628	1752194	27461355	29795241
617	25644054.00	28044795.00	-0.08949	1708061	1709728	27352115	29754523
618	25615197.00	28073686.00	-0.09165	1792467	1794322	27407664	29868008
619	24880688.00	27306346.00	-0.09303	1856129	1857481	26736817	29163827
620	23779735.00	26146882.00	-0.09490	1688239	1689335	25467974	27836217
621	25091432.00	27665884.00	-0.09767	1713542	1714497	26804974	29380381
622	25528729.00	28202896.00	-0.09962	1876901	1878110	27405630	30081006
623	25935082.00	28717011.00	-0.10189	1785025	1786674	27720107	30503685
624	25900408.00	28723566.00	-0.10346	1745205	1747337	27645613	30470903
625	25712843.00	28537541.00	-0.10423	1612862	1613304	27325705	30150845
626	25734281.00	28582760.00	-0.10498	1693757	1694479	27428038	30277239
627	25775874.00	28671380.00	-0.10646	1623307	1623685	27399181	30295065
628	25657911.00	28586291.00	-0.10808	1674477	1675968	27332388	30262259
629	25414218.00	28321339.00	-0.10831	1659381	1660251	27073599	29981590
630	25488569.00	28414781.00	-0.10868	1629242	1630300	27117811	30045081
631	25522539.00	28482889.00	-0.10974	1637695	1637810	27160234	30120699
632	25485089.00	28460034.00	-0.11041	1671432	1671602	27156521	30131636
633	25668326.00	28672250.00	-0.11067	1710063	1711460	27378389	30383710
634	25778494.00	28801118.00	-0.11087	1837361	1838949	27615855	30640067
635	25738290.00	28790887.00	-0.11208	1664042	1665878	27402332	30456765
636	25733900.00	28803095.00	-0.11267	1693503	1694239	27427403	30497334
637	25626956.00	28701879.00	-0.11332	1688131	1690397	27315087	30392276
638	25503053.00	28579886.00	-0.11391	1803288	1805308	27306341	30385194
639	25675264.00	28818064.00	-0.11547	1807898	1809795	27483162	30627859
640	25580515.00	28771358.00	-0.11755	1864134	1865110	27444649	30636468
641	25637177.00	28865375.00	-0.11860	1655448	1657469	27292625	30522844
642	25615131.00	28872403.00	-0.11970	1941663	1943555	27556794	30815958
643	25561739.00	28832742.00	-0.12041	1755991	1756680	27317730	30589422
644	25634876.00	28953575.00	-0.12174	1740120	1742906	27374996	30696481
645	25548724.00	28886171.00	-0.12278	1649715	1650411	27198439	30536582
646	25743431.00	29157563.00	-0.12453	1858097	1860917	27601528	31018480
647	25703352.00	29142294.00	-0.12557	1641794	1643118	27345146	30785412
648	25533849.00	28989535.00	-0.12693	1853483	1855649	27387332	30845184
649	25284266.00	28760897.00	-0.12883	1679321	1680345	26963587	30441242
650	25404581.00	28930947.00	-0.12998	1838652	1841630	27243233	30772577
651	25266622.00	28799353.00	-0.13087	1585543	1587169	26852165	30386522
652	25516394.00	29118379.00	-0.13205	1892701	1894383	27409095	31012762
653	25439377.00	29065342.00	-0.13325	1562363	1563448	27001740	30628790
654	25500695.00	29171224.00	-0.13448	1970555	1971750	27471250	31142974
655	25347463.00	29013520.00	-0.13508	1737967	1739092	27085430	30752612
656	25468011.00	29156571.00	-0.13526	1672046	1673809	27140057	30830380
657	25276903.00	28955555.00	-0.13587	1614131	1614824	26891034	30570379
658	25167478.00	28826634.00	-0.13575	1855238	1856247	27022716	30682881
659	24936426.00	28570297.00	-0.13604	1620109	1620529	26556535	30190826
660	25186279.00	28873574.00	-0.13663	1847098	1846467	27033377	30720041
661	24977391.00	28630992.00	-0.13652	1658946	1660676	26636337	30291668
662	24810993.00	28418675.00	-0.13576	1952593	1952487	26763586	30371162
663	24739587.00	28308928.00	-0.13477	1765770	1766935	26505357	30075863
664	24853268.00	28420822.00	-0.13413	1757820	1757386	26611088	30178208
665	24704917.00	28255565.00	-0.13429	1658160	1660803	26363077	29916368
666	24718713.00	28241739.00	-0.13324	1932431	1932334	26651144	30174073
667	24656130.00	28158655.00	-0.13283	1641089	1642427	26297219	29801082
668	24682992.00	28166967.00	-0.13204	1896761	1896679	26579753	30063646
669	24459180.00	27901017.00	-0.13166	1718704	1719599	26177884	29620616
670	24536054.00	27994232.00	-0.13185	1721361	1722579	26257415	29716811
671	24341342.00	27759345.00	-0.13140	1632748	1633085	25974090	29392430
672	24254143.00	27640283.00	-0.13069	1909535	1910976	26163678	29551259
673	24328656.00	27721296.00	-0.13055	1610767	1611128	25939423	29332424
674	24131096.00	27455656.00	-0.12907	1846369	1846990	25977465	29302646
675	23943602.00	27263068.00	-0.12983	1699512	1700903	25643114	28963971
676	23963049.00	27272486.00	-0.12937	1967608	1968817	25930657	29241303
677	23921523.00	27197319.00	-0.12834	1600993	1601815	25522516	28799134
678	23933394.00	27195092.00	-0.12776	1921219	1924408	25854613	29119500
679	23789941.00	27021597.00	-0.12737	1620632	1621844	25410573	28643441
680	23954538.00	27229513.00	-0.12814	2006223	2007827	25960761	29237340
681	23842968.00	27106776.00	-0.12829	1623978	1624907	25466946	28731683
682	23345662.00	26488765.00	-0.12631	1798620	1800743	25144282	28289508
683	23231153.00	26376613.00	-0.12698	1757207	1758767	24988360	28135380
684	23455931.00	26628734.00	-0.12687	1800883	1803801	25256814	28432535
685	23442548.00	26631831.00	-0.12755	1709259	1710494	25151807	28342325
686	23632978.00	26831378.00	-0.12693	1776764	1779304	25409742	28610682
687	22798973.00	25853563.00	-0.12573	1708682	1709644	24507655	27563207
688	22728981.00	25814342.00	-0.12729	1793035	1794648	24522016	27608990
689	23113571.00	26251298.00	-0.12730	1714974	1716391	24828545	27967689
690	22855441.00	25936950.00	-0.12648	1820268	1820730	24675709	27757680
691	22700300.00	25758151.00	-0.12637	1678023	1679326	24378323	27437477
692	22690571.00	25741830.00	-0.12617	1806577	1808050	24497148	27549880
693	22515948.00	25529886.00	-0.12563	1709991	1710066	24225939	27239952
694	22586382.00	25594236.00	-0.12502	1915943	1917412	24502325	27511648
695	22441287.00	25426135.00	-0.12488	1561474	1561605	24002761	26987740
696	22268569.00	25205850.00	-0.12390	1913024	1913049	24181593	27118899
697	22230083.00	25166909.00	-0.12408	1652580	1653324	23882663	26820233
698	22236278.00	25173356.00	-0.12406	1779542	1779795	24015820	26953151
699	21999697.00	24898943.00	-0.12380	1591704	1593266	23591401	26492209
700	22024028.00	24925986.00	-0.12378	1859350	1858916	23883378	26784902
701	21899446.00	24784249.00	-0.12375	1743744	1744931	23643190	26529180
702	21786375.00	24665979.00	-0.12414	1933677	1933709	23720052	26599688
703	21843382.00	24726268.00	-0.12397	1816024	1818172	23659406	26544440
704	21683995.00	24534405.00	-0.12350	1851847	1853073	23535842	26387478
705	21518079.00	24366388.00	-0.12431	1711059	1712509	23229138	26078897
706	21635297.00	24496283.00	-0.12420	1827352	1827449	23462649	26323732
707	21490700.00	24353048.00	-0.12504	1738757	1740718	23229457	26093766
708	21550123.00	24426518.00	-0.12529	1725389	1725455	23275512	26151973
709	21404546.00	24259321.00	-0.12520	1761282	1763070	23165828	26022391
710	21482238.00	24354173.00	-0.12548	1533336	1534181	23015574	25888354
711	21332279.00	24184296.00	-0.12548	1856929	1857697	23189208	26041993
712	21408960.00	24284666.00	-0.12604	1609475	1611071	23018435	25895737
713	21352313.00	24226496.00	-0.12629	1870165	1872147	23222478	26098643
714	21186979.00	24047215.00	-0.12663	1659477	1661649	22846456	25708864
715	21151807.00	23998294.00	-0.12626	1769368	1771132	22921175	25769426
716	19672313.00	22279190.00	-0.12444	1681632	1683997	21353945	23963187
717	19343358.00	21959151.00	-0.12683	1735739	1736728	21079097	23695879
718	20078730.00	22817235.00	-0.12786	1663091	1664867	21741821	24482102
719	20682653.00	23488379.00	-0.12721	1633725	1634472	22316378	25122851
720	20711639.00	23502457.00	-0.12641	1642991	1643578	22354630	25146035
721	20645765.00	23434665.00	-0.12671	1872703	1873107	22518468	25307772
722	20534469.00	23304753.00	-0.12655	1629248	1630508	22163717	24935261
723	20475884.00	23238211.00	-0.12655	1801341	1802617	22277225	25040828
724	20387770.00	23146291.00	-0.12690	1733412	1733681	22121182	24879972
725	20116035.00	22836516.00	-0.12684	1737630	1738402	21853665	24574918
726	20068466.00	22773370.00	-0.12644	1680938	1681229	21749404	24454599
727	19957300.00	22664454.00	-0.12720	1825962	1825662	21783262	24490116
728	20075793.00	22818279.00	-0.12805	1711339	1711467	21787132	24529746
729	19799743.00	22520408.00	-0.12875	1843295	1845752	21643038	24366160
730	19628277.00	22344895.00	-0.12963	1784019	1784599	21412296	24129494
731	19760996.00	22519166.00	-0.13066	1894390	1895131	21655386	24414297
732	19517889.00	22262977.00	-0.13159	1699648	1700170	21217537	23963147
733	19526843.00	22293951.00	-0.13253	1782776	1784157	21309619	24078108
734	19532286.00	22338837.00	-0.13426	1687127	1688235	21219413	24027072
735	19602641.00	22436902.00	-0.13504	1840028	1840779	21442669	24277681
736	19477605.00	22321231.00	-0.13627	1740669	1741339	21218274	24062570
737	19078890.00	21858283.00	-0.13600	1759261	1761265	20838151	23619548
738	18172695.00	20808536.00	-0.13544	1635471	1634893	19808166	22443429
739	18136958.00	20831239.00	-0.13850	1730293	1731377	19867251	22562616
740	18676717.00	21455192.00	-0.13869	1663530	1665236	20340247	23120428
741	18737309.00	21540210.00	-0.13940	1871432	1872891	20608741	23413101
742	18867906.00	21725661.00	-0.14103	1721390	1723515	20589296	23449176
743	18795597.00	21641335.00	-0.14098	1876657	1878315	20672254	23519650
744	18659727.00	21496299.00	-0.14151	1692063	1691626	20351790	23187925
745	18422805.00	21224321.00	-0.14156	1756339	1757319	20179144	22981640
746	18404340.00	21214808.00	-0.14211	1656816	1658664	20061156	22873472
747	18393850.00	21209870.00	-0.14245	1771716	1773227	20165566	22983097
748	18292756.00	21097931.00	-0.14267	1688312	1690048	19981068	22787979
749	18200325.00	21003190.00	-0.14323	1844901	1846087	20045226	22849277
750	18068729.00	20858926.00	-0.14360	1728608	1729253	19797337	22588179
751	17912797.00	20682956.00	-0.14379	1834904	1834936	19747701	22517892
752	17889719.00	20665006.00	-0.14422	1747809	1747874	19637528	22412880
753	17754704.00	20506600.00	-0.14410	1735438	1735488	19490142	22242088
754	17779278.00	20550278.00	-0.14484	1732278	1732373	19511556	22282651
755	17599872.00	20343194.00	-0.14485	1821182	1821367	19421054	22164561
756	17479237.00	20234769.00	-0.14639	1522966	1524331	19002203	21759100
757	17346799.00	20099969.00	-0.14731	1823243	1822938	19170042	21922907
758	17264533.00	19993290.00	-0.14674	1588924	1588562	18853457	21581852
759	17174997.00	19910364.00	-0.14779	1822833	1822856	18997830	21733220
760	17090881.00	19818565.00	-0.14807	1607042	1607150	18697923	21425715
761	16937710.00	19630590.00	-0.14755	1635221	1634761	18572931	21265351
762	16851904.00	19540043.00	-0.14800	1660537	1660479	18512441	21200522
763	16807681.00	19509911.00	-0.14909	1803093	1803196	18610774	21313107
764	16631383.00	19315461.00	-0.14961	1654064	1653653	18285447	20969114
765	16602466.00	19287329.00	-0.14990	1865494	1865911	18467960	21153240
766	16513805.00	19180252.00	-0.14968	1476935	1476982	17990740	20657234
767	16411643.00	19065564.00	-0.14989	1986462	1987859	18398105	21053423
768	16232707.00	18864352.00	-0.15025	1872834	1873573	18105541	20737925
769	16142764.00	18764655.00	-0.15050	1466359	1468894	17609123	20233549
770	16052490.00	18657232.00	-0.15037	1730479	1731416	17782969	20388648
771	15924947.00	18514609.00	-0.15067	1556886	1557983	17481833	20072592
772	15876544.00	18456595.00	-0.15058	1496195	1497625	17372739	19954220
773	15684271.00	18257945.00	-0.15194	1610031	1611259	17294302	19869204
774	15807614.00	18391717.00	-0.15141	1720890	1722327	17528504	20114044
775	15503612.00	18026868.00	-0.15079	1601053	1601723	17104665	19628591
776	15481156.00	18008786.00	-0.15124	1577278	1578857	17058434	19587643
777	15299761.00	17817352.00	-0.15234	1562134	1563306	16861895	19380658
778	15142770.00	17638018.00	-0.15253	1646206	1648101	16788976	19286119
779	15091691.00	17588674.00	-0.15311	1614202	1615176	16705893	19203850
