strip	i0_corr	it_corr	lnI0It	i0_dark	it_dark	i0_raw	it_raw
780	15076477.00	17563149.00	-0.15267	1611648	1613280	16688125	19176429
781	14791682.00	17229777.00	-0.15257	1614987	1615005	16406669	18844782
782	14855833.00	17314696.00	-0.15316	1775525	1775799	16631358	19090495
783	14682533.00	17120771.00	-0.15363	1672042	1672813	16354575	18793584
784	14588638.00	17017627.00	-0.15401	1688222	1689531	16276860	18707158
785	14587669.00	17012541.00	-0.15377	1603516	1603350	16191185	18615891
786	14554858.00	16984659.00	-0.15439	1714506	1713860	16269364	18698519
787	14348456.00	16748411.00	-0.15466	1663817	1663999	16012273	18412410
788	14216813.00	16602324.00	-0.15512	1546303	1546387	15763116	18148711
789	14180612.00	16566423.00	-0.15550	1673420	1673507	15854032	18239930
790	14157923.00	16547087.00	-0.15594	1671785	1670092	15829708	18217179
791	14050131.00	16424874.00	-0.15617	1616714	1616553	15666845	18041427
792	13893244.00	16262280.00	-0.15745	1659149	1657716	15552393	17919996
793	13801784.00	16164551.00	-0.15802	1556449	1557768	15358233	17722319
794	13675951.00	16025676.00	-0.15855	1683238	1682577	15359189	17708253
795	13391586.00	15708398.00	-0.15957	1526051	1526141	14917637	17234539
796	12994125.00	15255227.00	-0.16042	1721469	1720032	14715594	16975259
797	12931130.00	15185138.00	-0.16068	1733290	1732743	14664420	16917881
798	12936286.00	15199944.00	-0.16126	1725809	1725589	14662095	16925533
799	12958926.00	15252204.00	-0.16294	1599336	1599522	14558262	16851726
800	13141128.00	15466611.00	-0.16294	1668748	1669099	14809876	17135710
801	13281746.00	15651737.00	-0.16419	1717149	1720089	14998895	17371826
802	13221366.00	15585174.00	-0.16449	1554038	1553973	14775404	17139147
803	13013188.00	15359024.00	-0.16574	1623059	1624005	14636247	16983029
804	13069297.00	15425835.00	-0.16578	1560973	1562033	14630270	16987868
805	12913450.00	15240020.00	-0.16566	1689619	1690314	14603069	16930334
806	12894321.00	15249052.00	-0.16773	1635738	1639374	14530059	16888426
807	12781230.00	15109112.00	-0.16732	1649774	1650303	14431004	16759415
808	12750692.00	15069512.00	-0.16709	1607549	1607171	14358241	16676683
809	12678212.00	14992067.00	-0.16764	1725361	1726612	14403573	16718679
810	12484742.00	14777321.00	-0.16859	1679101	1680905	14163843	16458226
811	12355122.00	14617583.00	-0.16815	1623083	1624245	13978205	16241828
812	12406984.00	14668492.00	-0.16744	1710301	1713667	14117285	16382159
813	12241165.00	14480237.00	-0.16798	1652116	1652449	13893281	16132686
814	12295822.00	14540599.00	-0.16769	1733075	1734849	14028897	16275448
815	12113189.00	14304513.00	-0.16628	1658569	1657909	13771758	15962422
816	12069780.00	14247548.00	-0.16588	1622302	1622904	13692082	15870452
817	11887739.00	14046849.00	-0.16689	1586246	1585306	13473985	15632155
818	11839552.00	13968417.00	-0.16535	1726118	1725839	13565670	15694256
819	11759869.00	13863630.00	-0.16458	1578980	1579539	13338849	15443169
820	11795655.00	13906824.00	-0.16465	1669938	1670987	13465593	15577811
821	11680481.00	13763254.00	-0.16408	1514550	1514220	13195031	15277474
822	11613448.00	13677343.00	-0.16358	1641360	1640341	13254808	15317684
823	11474453.00	13517477.00	-0.16386	1620670	1621323	13095123	15138800
824	11416445.00	13456163.00	-0.16438	1657417	1657139	13073862	15113302
825	11256881.00	13268659.00	-0.16443	1624743	1624670	12881624	14893329
826	11319256.00	13346358.00	-0.16474	1557057	1555927	12876313	14902285
827	11030323.00	12997397.00	-0.16410	1582013	1581619	12612336	14579016
828	10966400.00	12939183.00	-0.16542	1643237	1642099	12609637	14581282
829	11015190.00	12991186.00	-0.16500	1676652	1676911	12691842	14668097
830	10924731.00	12898996.00	-0.16612	1658290	1658998	12583021	14557994
831	10880256.00	12852870.00	-0.16662	1797744	1798245	12678000	14651115
832	10731825.00	12682440.00	-0.16700	1862347	1861961	12594172	14544401
833	10711291.00	12662679.00	-0.16736	1626008	1627024	12337299	14289703
834	10677399.00	12622971.00	-0.16739	1750047	1750520	12427446	14373491
835	10598563.00	12556916.00	-0.16955	1566237	1566385	12164800	14123301
836	10449316.00	12377019.00	-0.16930	1684658	1684469	12133974	14061488
837	10400206.00	12334982.00	-0.17061	1562465	1562746	11962671	13897728
838	10294583.00	12213859.00	-0.17095	1806031	1806671	12100614	14020530
839	10250153.00	12169659.00	-0.17165	1631360	1631946	11881513	13801605
840	10100847.00	12007741.00	-0.17293	1683995	1684515	11784842	13692256
841	10068746.00	11975184.00	-0.17340	1657138	1657892	11725884	13633076
842	9954682.00	11832443.00	-0.17280	1696779	1697623	11651461	13530066
843	9897350.00	11778299.00	-0.17399	1673704	1673659	11571054	13451958
844	9787291.00	11656064.00	-0.17474	1651137	1650857	11438428	13306921
845	9716504.00	11574261.00	-0.17496	1590968	1591279	11307472	13165540
846	9719575.00	11575663.00	-0.17476	1645837	1647107	11365412	13222770
847	9535125.00	11364306.00	-0.17550	1608773	1608370	11143898	12972676
848	9451629.00	11259208.00	-0.17500	1590806	1591087	11042435	12850295
849	9413559.00	11218753.00	-0.17544	1655104	1654013	11068663	12872766
850	9364065.00	11151046.00	-0.17465	1714438	1715557	11078503	12866603
851	9335844.00	11111789.00	-0.17415	1448687	1448653	10784531	12560442
852	9221150.00	10974113.00	-0.17404	1747194	1746481	10968344	12720594
853	8959792.00	10648299.00	-0.17265	1616637	1615554	10576429	12263853
854	8632897.00	10266002.00	-0.17326	1735192	1734416	10368089	12000418
855	8663888.00	10299674.00	-0.17295	1697605	1697241	10361493	11996915
856	8497684.00	10091160.00	-0.17187	1602348	1601852	10100032	11693012
857	7979355.00	9462320.00	-0.17046	1756306	1756662	9735661	11218982
858	7197197.00	8517526.00	-0.16843	1716582	1715038	8913779	10232564
859	6202155.00	7333798.00	-0.16760	1745384	1745789	7947539	9079587
860	4963509.00	5864472.00	-0.16680	1729836	1728936	6693345	7593408
861	3740754.00	4402397.00	-0.16286	1608877	1608482	5349631	6010879
862	2633962.00	3089653.00	-0.15957	1661170	1660485	4295132	4750138
863	1711188.00	2009713.00	-0.16080	1587276	1588309	3298464	3598022
864	1038831.00	1221077.00	-0.16164	1745836	1744873	2784667	2965950
865	602413.00	708233.00	-0.16183	1540461	1540971	2142874	2249204
866	339030.00	395873.00	-0.15500	1721395	1720963	2060425	2116836
867	195371.00	231813.00	-0.17103	1569501	1569752	1764872	1801565
868	121672.00	142387.00	-0.15722	1762785	1762780	1884457	1905167
869	85132.00	105088.00	-0.21060	1684253	1684774	1769385	1789862
870	63688.00	77167.00	-0.19198	1626662	1628347	1690350	1705514
871	57542.00	65495.00	-0.12946	1704234	1704554	1761776	1770049
872	50891.00	53633.00	-0.05248	1707013	1704546	1757904	1758179
873	37641.00	45910.00	-0.19859	1714949	1714046	1752590	1759956
874	27493.00	35552.00	-0.25706	1672263	1673283	1699756	1708835
875	25164.00	32190.00	-0.24624	1693738	1694468	1718902	1726658
876	21446.00	20271.00	0.05635	1689054	1690192	1710500	1710463
877	24228.00	26680.00	-0.09641	1615393	1614979	1639621	1641659
878	17605.00	20804.00	-0.16696	1617957	1618728	1635562	1639532
879	18700.00	20023.00	-0.06836	1553720	1554939	1572420	1574962
880	17205.00	22030.00	-0.24721	1672172	1672104	1689377	1694134
881	13498.00	17116.00	-0.23747	1554183	1553868	1567681	1570984
882	12602.00	12994.00	-0.03063	1773034	1772364	1785636	1785358
883	12966.00	15100.00	-0.15236	1533839	1533483	1546805	1548583
884	9773.00	15043.00	-0.43129	1610625	1611944	1620398	1626987
885	12247.00	15296.00	-0.22231	1747210	1746937	1759457	1762233
886	15547.00	10741.00	0.36980	1695103	1695673	1710650	1706414
887	11608.00	12952.00	-0.10956	1611093	1611282	1622701	1624234
888	10025.00	11083.00	-0.10033	1669921	1669936	1679946	1681019
889	7527.00	8776.00	-0.15352	1556776	1557088	1564303	1565864
890	10444.00	12332.00	-0.16617	1787395	1785852	1797839	1798184
891	9717.00	9319.00	0.04182	1691171	1691267	1700888	1700586
892	7606.00	6394.00	0.17358	1715748	1714943	1723354	1721337
893	9606.00	13140.00	-0.31327	1709927	1709771	1719533	1722911
894	4367.00	8222.00	-0.63274	1682682	1683129	1687049	1691351
895	6920.00	7146.00	-0.03214	1718673	1718576	1725593	1725722
896	7509.00	9733.00	-0.25942	1869896	1870124	1877405	1879857
897	3448.00	7377.00	-0.76057	1700051	1701452	1703499	1708829
898	5872.00	4691.00	0.22455	1863005	1864459	1868877	1869150
899	6214.00	7806.00	-0.22809	1788655	1787410	1794869	1795216
900	9626.00	6269.00	0.42885	1639503	1640857	1649129	1647126
901	3786.00	9180.00	-0.88572	1748644	1747975	1752430	1757155
902	-550.00	223.00	0.00000	1750112	1752023	1749562	1752246
903	5627.00	4189.00	0.29511	1616780	1615726	1622407	1619915
904	6352.00	5019.00	0.23554	1621753	1624258	1628105	1629277
905	4510.00	6012.00	-0.28746	1648291	1647615	1652801	1653627
906	3485.00	5368.00	-0.43199	1749197	1750679	1752682	1756047
907	-382.00	5019.00	0.00000	1694422	1693969	1694040	1698988
908	4570.00	5311.00	-0.15027	1632192	1632305	1636762	1637616
909	5206.00	4805.00	0.08015	1870127	1869999	1875333	1874804
910	-161.00	2258.00	0.00000	1652327	1652042	1652166	1654300
911	3393.00	10946.00	-1.17126	1722459	1721400	1725852	1732346
912	7448.00	10639.00	-0.35658	1659554	1658354	1667002	1668993
913	6208.00	4738.00	0.27022	1802669	1802334	1808877	1807072
914	5586.00	6878.00	-0.20806	1617548	1616250	1623134	1623128
915	2682.00	4622.00	-0.54426	1784892	1785563	1787574	1790185
916	716.00	6171.00	-2.15394	1781817	1779894	1782533	1786065
917	4016.00	4281.00	-0.06390	1756283	1756516	1760299	1760797
918	3508.00	4240.00	-0.18952	1671763	1669780	1675271	1674020
919	2868.00	3931.00	-0.31528	1597508	1596500	1600376	1600431
920	2573.00	4048.00	-0.45315	1587909	1584692	1590482	1588740
921	1281.00	8060.00	-1.83927	1725754	1727563	1727035	1735623
922	4995.00	2914.00	0.53891	1683295	1682242	1688290	1685156
923	3198.00	895.00	1.27346	1755727	1756084	1758925	1756979
924	1990.00	3585.00	-0.58862	1607216	1606667	1609206	1610252
925	2059.00	3385.00	-0.49713	1758511	1758094	1760570	1761479
926	4541.00	5151.00	-0.12604	1738996	1739442	1743537	1744593
927	3945.00	4690.00	-0.17298	1750650	1750444	1754595	1755134
928	1578.00	4672.00	-1.08543	1682075	1680675	1683653	1685347
929	4096.00	2683.00	0.42308	1793513	1794131	1797609	1796814
930	702.00	1345.00	-0.65022	1670736	1671496	1671438	1672841
931	-4934.00	4900.00	0.00000	1798041	1798492	1793107	1803392
932	2997.00	1843.00	0.48622	1664695	1666421	1667692	1668264
933	6296.00	3638.00	0.54848	1610865	1611729	1617161	1615367
934	3262.00	3174.00	0.02735	1684325	1687310	1687587	1690484
935	3369.00	5576.00	-0.50386	1666743	1666403	1670112	1671979
936	5245.00	4343.00	0.18871	1708302	1710219	1713547	1714562
937	4426.00	5316.00	-0.18322	1669785	1670477	1674211	1675793
938	1448.00	2662.00	-0.60889	1679709	1679570	1681157	1682232
939	-589.00	1744.00	0.00000	1779759	1780348	1779170	1782092
940	533.00	-28.00	0.00000	1773585	1775401	1774118	1775373
941	4172.00	5588.00	-0.29223	1765929	1765481	1770101	1771069
942	3045.00	5098.00	-0.51535	1733297	1733710	1736342	1738808
943	5825.00	4419.00	0.27625	1790867	1790686	1796692	1795105
944	1392.00	5013.00	-1.28129	1673194	1674340	1674586	1679353
945	-4318.00	-590.00	0.00000	1632654	1632184	1628336	1631594
946	1664.00	4471.00	-0.98839	1707087	1706518	1708751	1710989
947	3826.00	4072.00	-0.06231	1758081	1757766	1761907	1761838
948	1176.00	2658.00	-0.81546	1593944	1593665	1595120	1596323
949	3062.00	6385.00	-0.73488	1721408	1720569	1724470	1726954
950	4238.00	6444.00	-0.41906	1696209	1695433	1700447	1701877
951	7267.00	6599.00	0.09643	1724239	1724404	1731506	1731003
952	3379.00	2632.00	0.24984	1864273	1863244	1867652	1865876
953	-446.00	1684.00	0.00000	1569489	1568899	1569043	1570583
954	1760.00	7210.00	-1.41016	1669381	1667725	1671141	1674935
955	-1323.00	2233.00	0.00000	1853725	1854288	1852402	1856521
956	3776.00	5203.00	-0.32057	1648808	1647484	1652584	1652687
957	5664.00	7097.00	-0.22554	1868777	1869042	1874441	1876139
958	520.00	2447.00	-1.54879	1693379	1692205	1693899	1694652
959	3057.00	3393.00	-0.10428	1764831	1764822	1767888	1768215
960	973.00	1234.00	-0.23763	1813057	1813893	1814030	1815127
961	-1324.00	2162.00	0.00000	1443021	1444857	1441697	1447019
962	4408.00	3375.00	0.26703	1618853	1618925	1623261	1622300
963	1200.00	-779.00	0.00000	1489412	1489678	1490612	1488899
964	1668.00	201.00	2.11608	1606747	1607130	1608415	1607331
965	152.00	3801.00	-3.21914	1661496	1661388	1661648	1665189
966	379.00	-3998.00	0.00000	1628151	1629284	1628530	1625286
967	1866.00	-1106.00	0.00000	1651344	1651885	1653210	1650779
968	-265.00	-1119.00	0.00000	1605361	1606689	1605096	1605570
969	1928.00	6.00	5.77248	1677256	1676902	1679184	1676908
970	3514.00	2015.00	0.55614	1642520	1643976	1646034	1645991
971	-2210.00	-122.00	0.00000	1608818	1608963	1606608	1608841
972	369.00	-237.00	0.00000	1654735	1656227	1655104	1655990
973	2043.00	90.00	3.12236	1563173	1564025	1565216	1564115
974	-7686.00	-6675.00	0.00000	1696771	1697308	1689085	1690633
975	-75.00	2721.00	0.00000	1560565	1560450	1560490	1563171
976	6980.00	6840.00	0.02026	1653396	1654011	1660376	1660851
977	1271.00	1335.00	-0.04913	1549930	1548944	1551201	1550279
978	-2009.00	1025.00	0.00000	1666598	1666890	1664589	1667915
979	-1216.00	1735.00	0.00000	1543917	1543927	1542701	1545662
980	-3360.00	890.00	0.00000	1649992	1649305	1646632	1650195
981	877.00	16.00	4.00392	1463086	1463270	1463963	1463286
982	761.00	396.00	0.65322	1651250	1651256	1652011	1651652
983	942.00	414.00	0.82214	1557162	1556380	1558104	1556794
984	4180.00	1491.00	1.03086	1584022	1583426	1588202	1584917
985	-734.00	4487.00	0.00000	1591219	1593802	1590485	1598289
986	-1486.00	-658.00	0.00000	1609814	1609172	1608328	1608514
987	638.00	125.00	1.63002	1506498	1507320	1507136	1507445
988	-5297.00	1832.00	0.00000	1646546	1645423	1641249	1647255
989	-1003.00	-741.00	0.00000	1481627	1481236	1480624	1480495
990	6695.00	1649.00	1.40119	1671297	1672003	1677992	1673652
991	466.00	-689.00	0.00000	1549364	1549243	1549830	1548554
992	-1237.00	-245.00	0.00000	1655453	1655782	1654216	1655537
993	3008.00	3176.00	-0.05435	1582616	1583622	1585624	1586798
994	235.00	-2072.00	0.00000	1538938	1538477	1539173	1536405
995	-4928.00	552.00	0.00000	1604961	1606721	1600033	1607273
996	1132.00	774.00	0.38017	1632568	1632982	1633700	1633756
997	81.00	-530.00	0.00000	1575940	1576524	1576021	1575994
998	-2277.00	969.00	0.00000	1654241	1655628	1651964	1656597
999	1759.00	-115.00	0.00000	1636644	1638181	1638403	1638066
1000	2422.00	-71.00	0.00000	1522119	1520514	1524541	1520443
1001	80.00	709.00	-2.18183	1701186	1701399	1701266	1702108
1002	-1873.00	1689.00	0.00000	1620035	1620800	1618162	1622489
1003	-1149.00	1122.00	0.00000	1548373	1548482	1547224	1549604
1004	1390.00	-1811.00	0.00000	1679963	1681327	1681353	1679516
1005	1094.00	2786.00	-0.93477	1602729	1602831	1603823	1605617
1006	465.00	888.00	-0.64693	1646971	1647772	1647436	1648660
1007	3010.00	2061.00	0.37875	1691438	1690894	1694448	1692955
1008	2207.00	6086.00	-1.01436	1587904	1588685	1590111	1594771
1009	-4928.00	-2311.00	0.00000	1582169	1582068	1577241	1579757
1010	350.00	-1353.00	0.00000	1588756	1587870	1589106	1586517
1011	783.00	1488.00	-0.64206	1683229	1682919	1684012	1684407
1012	-2757.00	2671.00	0.00000	1620374	1621582	1617617	1624253
1013	1599.00	4172.00	-0.95902	1536230	1535683	1537829	1539855
1014	4824.00	1597.00	1.10548	1567392	1567005	1572216	1568602
1015	3992.00	3125.00	0.24486	1582788	1583202	1586780	1586327
1016	1446.00	2457.00	-0.53014	1670771	1671640	1672217	1674097
1017	-2090.00	-1133.00	0.00000	1573767	1573355	1571677	1572222
1018	2388.00	5233.00	-0.78453	1673004	1672297	1675392	1677530
1019	-772.00	1987.00	0.00000	1641018	1641436	1640246	1643423
1020	82.00	-3482.00	0.00000	1723253	1723518	1723335	1720036
1021	2694.00	94.00	3.35549	1781026	1782873	1783720	1782967
1022	-4786.00	655.00	0.00000	1609996	1610057	1605210	1610712
1023	-4573.00	-3975.00	0.00000	1798525	1799112	1793952	1795137
