#Bragg	gap
Units mDeg mm 
9228.00 6.02100
9178.00 6.04300
9150.00 6.06610
9140.00 6.07294
9130.00 6.07934
9120.00 6.08576
9110.00 6.09220
9105.00 6.10587
9095.00 6.11233
9085.00 6.11880
9075.00 6.12528
9065.00 6.13178
9055.00 6.13828
9045.00 6.14480
9035.00 6.15134
9025.00 6.15788
9015.00 6.16444
9005.00 6.17101
8995.00 6.17760
8985.00 6.18419
8975.00 6.19080
8965.00 6.19742
8955.00 6.20405
8945.00 6.21070
8935.00 6.21736
8925.00 6.22403
8915.00 6.23071
8905.00 6.23741
8895.00 6.24412
8885.00 6.25084
8875.00 6.25757
8865.00 6.26432
8855.00 6.27108
8845.00 6.27785
8835.00 6.28464
8825.00 6.29143
8815.00 6.29824
8805.00 6.30507
8795.00 6.31190
8785.00 6.31875
8775.00 6.32561
8765.00 6.33248
8755.00 6.33937
8745.00 6.34627
8735.00 6.35318
8725.00 6.36010
8715.00 6.36704
8705.00 6.37399
8695.00 6.38095
8685.00 6.38792
8675.00 6.39491
8665.00 6.40191
8655.00 6.40892
8645.00 6.41594
8635.00 6.42298
8625.00 6.43003
8615.00 6.43709
8605.00 6.44416
8595.00 6.45125
8585.00 6.45835
8575.00 6.46546
8565.00 6.47259
8555.00 6.47972
8545.00 6.48687
8535.00 6.49404
8525.00 6.50121
8515.00 6.50840
8505.00 6.51560
8495.00 6.52281
8485.00 6.53004
8475.00 6.53728
8470.00 6.53904
8460.00 6.54630
8450.00 6.55356
8440.00 6.56083
8430.00 6.56812
8420.00 6.57542
8410.00 6.58273
8400.00 6.59005
8390.00 6.59738
8380.00 6.60472
8370.00 6.61208
8360.00 6.61945
8350.00 6.62682
8340.00 6.63421
8330.00 6.64161
8320.00 6.64903
8310.00 6.65645
8300.00 6.66389
8290.00 6.67134
8280.00 6.67879
8270.00 6.68627
8260.00 6.69375
8250.00 6.70124
8240.00 6.70875
8230.00 6.71626
8220.00 6.72379
8210.00 6.73133
8200.00 6.73888
8190.00 6.74645
8180.00 6.75402
8170.00 6.76161
8160.00 6.76921
8150.00 6.77681
8140.00 6.78444
8130.00 6.78905
8120.00 6.79684
8110.00 6.80465
8100.00 6.81248
8090.00 6.82033
8080.00 6.82819
8070.00 6.83607
8060.00 6.84397
8050.00 6.85189
8035.00 6.85985
8032.74 6.86167
8030.48 6.86348
8028.22 6.86530
8025.95 6.86711
8023.69 6.86893
8021.43 6.87074
8019.17 6.87256
8016.91 6.87438
8014.65 6.87620
8012.39 6.87801
8010.13 6.87983
8007.86 6.88165
8005.60 6.88347
8003.34 6.88529
8001.08 6.88712
7998.82 6.88894
7996.56 6.89076
7994.30 6.89258
7992.04 6.89441
7989.77 6.89623
7987.51 6.89806
7985.25 6.89988
7982.99 6.90171
7980.73 6.90353
7978.47 6.90536
7976.21 6.90719
7973.94 6.90902
7971.68 6.91085
7969.42 6.91267
7967.16 6.91450
7964.90 6.91633
7962.64 6.91817
7960.38 6.92000
7958.12 6.92183
7955.85 6.92366
7953.59 6.92550
7951.33 6.92733
7949.07 6.92916
7946.81 6.93100
7944.55 6.93283
7942.29 6.93467
7940.03 6.93651
7937.76 6.93834
7935.50 6.94018
7933.24 6.94202
7930.98 6.94386
7928.72 6.94570
7926.46 6.94754
7924.20 6.94938
7921.93 6.95122
7919.67 6.95306
7917.41 6.95490
7915.15 6.95675
7912.89 6.95859
7910.63 6.96043
7908.37 6.96228
7906.11 6.96412
7903.84 6.96597
7901.58 6.96782
7899.32 6.96966
7897.06 6.97151
7894.80 6.97336
7892.54 6.97521
7890.28 6.97705
7888.02 6.97890
7885.75 6.98075
7883.49 6.98261
7881.23 6.98446
7878.97 6.98631
