#Bragg	gap	
Units	mDeg	mm
13500.00 5.98600
13141.20 6.12614
13097.00 6.14866
13087.00 6.15309
13077.00 6.15753
13067.00 6.16197
13057.00 6.16642
13047.00 6.17088
13000.00 6.19371
12990.00 6.19834
12980.00 6.20297
12970.00 6.20761
12960.00 6.21225
12950.00 6.21690
12940.00 6.22155
12930.00 6.22620
12920.00 6.23086
12910.00 6.23552
12900.00 6.24018
12890.00 6.24485
12880.00 6.24952
12870.00 6.25419
12860.00 6.25887
12850.00 6.26355
12840.00 6.26824
12830.00 6.27293
12820.00 6.27762
12810.00 6.28231
12800.00 6.28701
12790.00 6.29172
12780.00 6.29642
12770.00 6.30113
12760.00 6.30585
12750.00 6.31056
12740.00 6.31528
12730.00 6.32001
12720.00 6.32473
12710.00 6.32946
12700.00 6.33420
12690.00 6.33894
12680.00 6.34368
12670.00 6.34842
12660.00 6.35317
12650.00 6.35793
12640.00 6.36268
12630.00 6.36744
12620.00 6.37220
12610.00 6.37697
12600.00 6.38174
12590.00 6.38651
12580.00 6.39129
12570.00 6.39607
12560.00 6.40086
12550.00 6.40564
12540.00 6.41044
12530.00 6.41523
12520.00 6.42003
12510.00 6.42483
12500.00 6.42964
12490.00 6.43445
12480.00 6.43926
12470.00 6.44408
12460.00 6.44890
12450.00 6.45372
12440.00 6.45855
12430.00 6.46338
12420.00 6.46821
12410.00 6.47305
12400.00 6.47789
12390.00 6.48273
12380.00 6.48758
12370.00 6.49243
12360.00 6.49729
12350.00 6.50215
12340.00 6.50701
12330.00 6.51188
12320.00 6.51675
12310.00 6.52162
12300.00 6.52650
12290.00 6.53138
12280.00 6.53626
12270.00 6.54115
12260.00 6.54604
12250.00 6.55093
12240.00 6.55583
12230.00 6.56073
12220.00 6.56564
12210.00 6.57055
12200.00 6.57546
12190.00 6.58037
12180.00 6.58529
12170.00 6.59022
12160.00 6.59514
12150.00 6.60209
12140.00 6.60715
12130.00 6.61221
12120.00 6.61728
12110.00 6.62236
12100.00 6.62745
12090.00 6.63254
12080.00 6.63764
12070.00 6.64275
12060.00 6.64786
12050.00 6.65298
12040.00 6.65811
12030.00 6.66324
12020.00 6.66839
12010.00 6.67353
12000.00 6.67869
11990.00 6.68386
11980.00 6.68902
11970.00 6.69420
11960.00 6.69939
11950.00 6.70458
11940.00 6.70978
11930.00 6.71498
11920.00 6.72020
11910.00 6.72542
11900.00 6.73064
11890.00 6.73588
11880.00 6.74112
11870.00 6.74637
11860.00 6.75163
11850.00 6.75689
11840.00 6.76216
11830.00 6.76743
11820.00 6.77272
11810.00 6.77801
11800.00 6.78331
11790.00 6.78861
11780.00 6.79392
11770.00 6.79924
11760.00 6.80457
11750.00 6.80990
11740.00 6.81524
11730.00 6.82059
11720.00 6.82595
11710.00 6.83131
11700.00 6.83668
11690.00 6.84205
11680.00 6.84744
11670.00 6.85283
11660.00 6.85822
11650.00 6.86363
11640.00 6.86904
11630.00 6.87446
11620.00 6.87988
11610.00 6.88532
11600.00 6.89076
11590.00 6.89620
11580.00 6.90166
11570.00 6.90712
11560.00 6.91259
11550.00 6.91806
11540.00 6.92354
11530.00 6.92903
11520.00 6.93453
11510.00 6.94003
11500.00 6.94554
11490.00 6.95106
11480.00 6.95659
11470.00 6.96212
11460.00 6.96766
11450.00 6.97320
11440.00 6.97876
11430.00 6.98432
11420.00 6.98989
11410.00 6.99546
11400.00 7.00104
11390.00 7.00663
11380.00 7.01223
11370.00 7.01783
11360.00 7.02344
11350.00 7.02906
11340.00 7.03468
11330.00 7.04031
11320.00 7.04595
11310.00 7.05159
11300.00 7.06144
11290.00 7.06711
11280.00 7.07279
11270.00 7.07847
11260.00 7.08416
11250.00 7.08986
11240.00 7.09557
11230.00 7.10128
11220.00 7.10700
11210.00 7.11273
11200.00 7.11847
11190.00 7.12421
11180.00 7.12996
11170.00 7.13571
11160.00 7.14147
11150.00 7.14724
11140.00 7.15302
11130.00 7.15880
11120.00 7.16460
11110.00 7.17039
11100.00 7.17620
11090.00 7.18201
11080.00 7.18783
11070.00 7.19366
11060.00 7.19949
11050.00 7.20533
11040.00 7.21118
11030.00 7.21703
11020.00 7.22289
11010.00 7.22876
11000.00 7.23464
10990.00 7.24052
10980.00 7.24641
10970.00 7.25231
10950.00 7.25642
10940.00 7.26240
10930.00 7.26838
10920.00 7.27437
10910.00 7.28037
10900.00 7.28638
10890.00 7.29239
10880.00 7.29841
10870.00 7.30444
10860.00 7.31047
10850.00 7.31652
10840.00 7.32257
10830.00 7.32862
10820.00 7.33469
10810.00 7.34076
10800.00 7.34684
10790.00 7.35205
10780.00 7.35815
10770.00 7.36426
10760.00 7.37038
10750.00 7.37651
10740.00 7.38266
10730.00 7.38882
10720.00 7.39498
10710.00 7.40116
10700.00 7.40735
10690.00 7.41356
10680.00 7.41977
10670.00 7.42599
10660.00 7.43223
10650.00 7.43847
10640.00 7.44473
10630.00 7.45100
10620.00 7.45728
10610.00 7.46358
10600.00 7.46988
10590.00 7.47619
10580.00 7.48252
