#Bragg	gap
Units mDeg mm
6700.00 5.98614
6690.00 5.99522
6680.00 6.00432
6670.00 6.01342
6660.00 6.02253
6650.00 6.03164
6640.00 6.04077
6630.00 6.04990
6620.00 6.05904
6610.00 6.06819
6600.00 6.07735
6590.00 6.08652
6580.00 6.09570
6570.00 6.10488
6560.00 6.11407
6550.00 6.12327
6540.00 6.13248
6530.00 6.14170
6520.00 6.15092
6510.00 6.16015
6500.00 6.16939
6490.00 6.17864
6480.00 6.18790
6470.00 6.19717
6460.00 6.20644
6450.00 6.21573
6440.00 6.22502
6430.00 6.23432
6420.00 6.24363
6410.00 6.25294
6400.00 6.26227
6390.00 6.27160
6380.00 6.28094
6370.00 6.29029
6360.00 6.29965
6350.00 6.30901
6340.00 6.31839
6330.00 6.32777
6320.00 6.33716
6310.00 6.34656
6295.00 6.35126
6285.00 6.36097
6275.00 6.37071
6265.00 6.38048
6255.00 6.39027
6245.00 6.40009
6235.00 6.40993
6225.00 6.41980
6215.00 6.42969
6205.00 6.43961
6195.00 6.44955
6185.00 6.45953
6175.00 6.46952
6165.00 6.47954
6155.00 6.48959
6145.00 6.49966
6135.00 6.50976
6125.00 6.51989
6115.00 6.53004
6105.00 6.54021
6095.00 6.55042
6085.00 6.56064
6075.00 6.57090
6065.00 6.58117
6055.00 6.59148
