#Bragg	gap
Units mDeg mm
8000.00 6.01097
7900.00 6.08141
7800.00 6.15676
7700.00 6.23701
7250.00 6.60500
7141.00 6.69698
7131.00 6.70610
7121.00 6.71523
7111.00 6.72437
7101.00 6.73350
7091.00 6.74264
7081.00 6.75178
7071.00 6.76093
7061.00 6.77007
7051.00 6.77922
7041.00 6.78838
7031.00 6.79753
7021.00 6.80669
7011.00 6.81586
7001.00 6.82502
6991.00 6.83419
6981.00 6.84336
6971.00 6.85253
6961.00 6.86171
6951.00 6.87089
6941.00 6.88007
6931.00 6.88926
6921.00 6.89845
6911.00 6.90764
6901.00 6.91684
6891.00 6.92603
6881.00 6.93524
6871.00 6.94444
6861.00 6.95365
6851.00 6.96286
6841.00 6.97207
6831.00 6.98129
6821.00 6.99050
6811.00 6.99973
6801.00 7.00895
6791.00 7.01818
6781.00 7.02741
6771.00 7.03664
6761.00 7.04588
6718.99 7.08787
6671.26 7.13437
6623.52 7.18140
6575.78 7.22894
6528.04 7.27701
6480.30 7.32559
6432.56 7.37470
6384.82 7.42433
6337.09 7.47448
6289.35 7.52516
6241.61 7.57635
6193.87 7.62807
5700.00 8.25000
