15	7.5754184385	5.33
15.5	7.3296854614	5.53
16	7.099433938	5.73
16.5	6.88324205	5.93
17	6.6798573047	6.13
17.5	6.4881720038	6.33
18	6.3072028656	6.53
18.5	6.1360740009	6.72
19	5.9740026147	6.93
19.5	5.820286937	7.12
20	5.6742959872	7.32
20.5	5 .535460853555318	7.53
21	5.4032672336	7.72
21.5	5.2772490256	7.93
22	5.1569828041	8.14
