# DIAMOND LIGHT SOURCE
# Instrument: I20-XAS Date: Thu, 20 Jun 2013 09:02:25 BST
# Ring energy: 3.00084 GeV
# Initial ring current: 301.70083 mA
# Filling mode: Standby
# Wiggler gap selected: 15.00000 mm
#  
# Primary slits:  vertical gap= 0.12002 mm; horizontal gap= 0.80009 mm; vertical offset= 0.02499 mm; horizontal offset= 0.00001 mm
# Secondary slits:  vertical gap= 2.85050 mm; horizontal gap= 23.75100 mm; vertical offset= -0.10020 mm; horizontal offset= 0.21850 mm
# Experimental slits:  vertical gap= 1.30000 mm; horizontal gap= 4.99993 mm; vertical offset= 0.80000 mm; horizontal offset= 0.00001 mm
#  
# Optic Hutch Mirrors Coating: Rhodium
# Monochromator crystal cut: Si(111)
# Incident angle for Harmonic Rejection Mirrors: -7.32 mrad
# Harmonic rejection mirrors coating: Rhodium
# I0 Stanford sensitivity: 1 uA/V Offsets: 5 nA
# It Stanford sensitivity: 1 uA/V Offsets: 2 nA
# Iref Stanford sensitivity: 50 nA/V Offsets: 200 pA
# Atn5 (Xia) filters: 0.2mm Al Out 0.5mm Al Out 1.0mm Al In 3.0mm Al Out
# Sample stage: x: 0.00 mm y: 25.00 mm z: 3.00 mm rot: -0.00 deg roll: 0.00 deg pitch: 0.00 deg
#
# Ascii output file name: 'Bi_foil_trans_32942_1.dat'
# Nexus output file: '/dls/i20/data/2013/mx5918-11/Experiment_1/nexus/32942_1.nxs'
# The XML files, ScanParameters, SampleParameters, DetectorParameters, OutputParameters
# are stored in the nexus file.
#
# Sample name: Bi_foil_trans
# Sample description: Bi foil
##
#
#
# Dark current intensity was collected over 3.00s. Average counts per second: I0 602.33   It 113.00   Iref 215.67
# Dark current has been automatically removed from counts in main scan (I0,It,Iref)
#
# Energy	lnI0It 
13418.9160	0.70888
13419.3190	0.74672
13419.7190	0.78439
13420.1250	0.82154
13420.5230	0.85789
13420.9260	0.89305
13421.3170	0.92671
13421.7240	0.95872
13422.1210	0.98883
13422.5180	1.01694
13422.9190	1.04294
13423.3160	1.06686
13423.7240	1.08892
13424.1200	1.10918
13424.5130	1.12771
13424.9190	1.14480
13425.3180	1.16005
13425.7250	1.17366
13426.1250	1.18573
13426.5160	1.19624
13426.9190	1.20545
13427.3200	1.21311
13427.7100	1.21956
13428.1170	1.22500
13428.5140	1.22932
13428.9140	1.23282
13429.3270	1.23557
13429.7120	1.23735
13430.1150	1.23847
13430.5190	1.23890
13430.9170	1.23893
13431.3210	1.23875
13431.7150	1.23850
13432.1230	1.23838
13432.5170	1.23871
13432.9260	1.23958
13433.3270	1.24117
13433.7170	1.24359
13434.1160	1.24695
13434.5200	1.25126
13434.9120	1.25656
13435.3160	1.26267
13435.7180	1.26961
13436.1180	1.27692
13436.5130	1.28457
13436.9210	1.29213
13437.3160	1.29951
13437.7190	1.30624
13438.1250	1.31242
13438.5120	1.31792
13438.9180	1.32274
13439.3270	1.32687
13439.7190	1.33018
13440.1190	1.33304
13440.5220	1.33554
13440.9200	1.33771
13441.3290	1.33970
13441.7150	1.34157
13442.1120	1.34345
13442.5210	1.34504
13442.9160	1.34645
13443.3150	1.34744
13443.7130	1.34807
13444.1180	1.34818
13444.5200	1.34770
13444.9220	1.34673
13445.3230	1.34516
13445.7200	1.34295
13446.1220	1.34022
13446.5190	1.33714
13446.9190	1.33400
13447.3190	1.33083
13447.7150	1.32792
13448.1200	1.32512
13448.5210	1.32268
13448.9190	1.32070
13449.3210	1.31930
13449.7240	1.31832
13450.1160	1.31789
13450.5230	1.31786
13450.9160	1.31833
13451.3170	1.31911
13451.7210	1.32013
13452.1180	1.32150
13452.5190	1.32314
13452.9190	1.32499
13453.3230	1.32706
13453.7210	1.32925
13454.1220	1.33144
13454.5220	1.33373
13454.9230	1.33596
13455.3220	1.33813
13455.7140	1.34015
13456.1280	1.34204
13456.5200	1.34372
13456.9250	1.34515
13457.3220	1.34626
13457.7200	1.34704
13458.1150	1.34748
13458.5160	1.34756
13458.9310	1.34757
13459.3220	1.34696
13459.7230	1.34598
13460.1260	1.34484
13460.5180	1.34344
13460.9220	1.34178
13461.3240	1.34018
13461.7120	1.33839
13462.1140	1.33651
13462.5190	1.33468
13462.9150	1.33285
13463.3200	1.33117
13463.7170	1.32961
13464.1220	1.32832
13464.5210	1.32725
13464.9210	1.32632
13465.3160	1.32558
13465.7270	1.32532
13466.1190	1.32525
13466.5160	1.32545
13466.9250	1.32590
13467.3160	1.32665
13467.7240	1.32764
13468.1240	1.32890
13468.5170	1.33024
13468.9180	1.33175
13469.3190	1.33339
13469.7190	1.33501
13470.1200	1.33673
13470.5160	1.33836
13470.9190	1.33995
13471.3170	1.34141
13471.7200	1.34292
13472.1150	1.34418
13472.5290	1.34540
13472.9250	1.34650
13473.3220	1.34742
13473.7130	1.34812
13474.1190	1.34888
13474.5130	1.34938
13474.9200	1.34984
13475.3120	1.35025
13475.7160	1.35058
13476.1210	1.35085
13476.5210	1.35101
13476.9140	1.35110
13477.3270	1.35115
13477.7190	1.35114
13478.1270	1.35106
13478.5200	1.35095
13478.9180	1.35076
13479.3210	1.35047
13479.7160	1.35030
13480.1240	1.34996
13480.5140	1.34954
13480.9200	1.34908
13481.3230	1.34863
13481.7170	1.34808
13482.1260	1.34752
13482.5170	1.34696
13482.9210	1.34645
13483.3220	1.34583
13483.7270	1.34520
13484.1230	1.34450
13484.5140	1.34388
13484.9250	1.34309
13485.3240	1.34226
13485.7150	1.34183
13486.1130	1.34080
13486.5110	1.33987
13486.9240	1.33903
13487.3180	1.33804
13487.7200	1.33712
13488.1160	1.33618
13488.5260	1.33518
13488.9230	1.33419
13489.3250	1.33319
13489.7230	1.33224
13490.1210	1.33123
13490.5210	1.33033
13490.9190	1.32948
13491.3190	1.32858
13491.7170	1.32780
13492.1190	1.32707
13492.5230	1.32638
13492.9230	1.32572
13493.3210	1.32507
13493.7250	1.32453
13494.1210	1.32403
13494.5120	1.32363
13494.9260	1.32331
13495.3200	1.32289
13495.7210	1.32267
13496.1230	1.32246
13496.5220	1.32231
13496.9180	1.32218
13497.3140	1.32207
13497.7270	1.32190
13498.1200	1.32181
13498.5200	1.32177
13498.9100	1.32168
13499.3080	1.32156
13499.7240	1.32164
13500.1220	1.32161
13500.5200	1.32146
13500.9160	1.32136
13501.3200	1.32131
13501.7170	1.32131
13502.1190	1.32113
13502.5230	1.32107
13502.9220	1.32097
13503.3190	1.32086
13503.7230	1.32066
13504.1230	1.32054
13504.5180	1.32041
13504.9210	1.32028
13505.3210	1.32015
13505.7150	1.32012
13506.1190	1.31988
13506.5200	1.31971
13506.9190	1.31952
13507.3290	1.31943
13507.7170	1.31933
13508.1230	1.31923
13508.5240	1.31912
13508.9210	1.31913
13509.3160	1.31906
13509.7190	1.31907
13510.1200	1.31900
13510.5280	1.31898
13510.9180	1.31914
13511.3170	1.31912
13511.7250	1.31934
13512.1240	1.31934
13512.5190	1.31939
13512.9270	1.31949
13513.3140	1.31958
13513.7230	1.31973
13514.1180	1.31982
13514.5200	1.31995
13514.6800	1.31998
13515.1290	1.32012
13515.6930	1.32033
13516.3630	1.32040
13517.1490	1.32048
13518.0240	1.32044
13519.0290	1.32034
13520.1360	1.32016
13521.3530	1.31963
13522.6790	1.31897
13524.1190	1.31801
13525.6750	1.31677
13527.2840	1.31546
13528.9220	1.31411
13530.5630	1.31254
13532.2220	1.31095
13533.8850	1.30932
13535.5670	1.30775
13537.2550	1.30628
13538.9630	1.30500
13540.6810	1.30373
13542.4120	1.30260
13544.1450	1.30168
13545.9040	1.30087
13547.6750	1.30016
13549.4430	1.29952
13551.2360	1.29873
13553.0340	1.29782
13554.8530	1.29690
13556.6770	1.29560
13558.5100	1.29423
13560.3620	1.29277
13562.2260	1.29138
13564.0990	1.28982
13565.9870	1.28840
13567.8930	1.28689
13569.8000	1.28564
13571.7240	1.28449
13573.6620	1.28350
13575.6110	1.28261
13577.5660	1.28189
13579.5350	1.28136
13581.5240	1.28084
13583.5310	1.28047
13585.5330	1.28017
13587.5540	1.27975
13589.5840	1.27929
13591.6330	1.27881
13593.6940	1.27832
13595.7560	1.27778
13597.8380	1.27697
13599.9370	1.27590
13602.0350	1.27473
13604.1640	1.27324
13606.2880	1.27146
13608.4290	1.26958
13610.5950	1.26754
13612.7650	1.26543
13614.9410	1.26331
13617.1370	1.26124
13619.3350	1.25925
13621.5480	1.25741
13623.7780	1.25570
13626.0180	1.25426
13628.2670	1.25327
13630.5400	1.25225
13632.8080	1.25145
13635.1000	1.25105
13637.4120	1.25078
13639.7130	1.25065
13642.0450	1.25058
13644.3910	1.25052
13646.7340	1.25050
13649.0970	1.25048
13651.4740	1.25041
13653.8570	1.25006
13656.2600	1.24961
13658.6670	1.24881
13661.0990	1.24783
13663.5240	1.24652
13665.9760	1.24496
13668.4340	1.24316
13670.9000	1.24124
13673.3910	1.23925
13675.8860	1.23706
13678.4010	1.23476
13680.9220	1.23257
13683.4450	1.23049
13685.9940	1.22838
13688.5530	1.22647
13691.1280	1.22466
13693.7010	1.22304
13696.2970	1.22164
13698.9070	1.22046
13701.5190	1.21938
13704.1520	1.21854
13706.8000	1.21777
13709.4580	1.21702
13712.1240	1.21634
13714.8020	1.21555
13717.4980	1.21487
13720.1990	1.21402
13722.9070	1.21308
13725.6400	1.21200
13728.3760	1.21078
13731.1370	1.20946
13733.9040	1.20780
13736.6800	1.20609
13739.4550	1.20415
13742.2700	1.20203
13745.0790	1.19984
13747.9060	1.19758
13750.7510	1.19534
13753.5970	1.19322
13756.4470	1.19104
13759.3320	1.18896
13762.2230	1.18696
13765.1240	1.18515
13768.0270	1.18339
13770.9490	1.18165
13773.8950	1.18013
13776.8450	1.17871
13779.7950	1.17725
13782.7720	1.17601
13785.7490	1.17467
13788.7490	1.17345
13791.7590	1.17215
13794.7760	1.17083
13797.8160	1.16946
13800.8550	1.16800
13803.9170	1.16656
13806.9870	1.16485
13810.0650	1.16318
13813.1510	1.16137
13816.2630	1.15941
13819.3870	1.15743
13822.5130	1.15534
13825.6590	1.15311
13828.8090	1.15087
13831.9850	1.14864
13835.1570	1.14641
13838.3570	1.14425
13841.5500	1.14209
13844.7720	1.13999
13847.9970	1.13796
13851.2430	1.13602
13854.4960	1.13412
13857.7560	1.13231
13861.0430	1.13062
13864.3290	1.12893
13867.6260	1.12726
13870.9360	1.12569
13874.2710	1.12410
13877.6020	1.12242
13880.9580	1.12082
13884.3160	1.11916
13887.6940	1.11744
13891.0730	1.11561
13894.4820	1.11377
13897.8870	1.11180
13901.3110	1.10996
13904.7480	1.10793
13908.2000	1.10579
13911.6520	1.10359
13915.1260	1.10142
13918.6090	1.09925
13922.1070	1.09701
13925.6090	1.09487
13929.1340	1.09268
13932.6590	1.09048
13936.2140	1.08833
13939.7740	1.08629
13943.3370	1.08420
13946.9160	1.08220
13950.5200	1.08028
13954.1240	1.07837
13957.7460	1.07653
13961.3750	1.07479
13965.0150	1.07287
13968.6640	1.07102
13972.3420	1.06916
13976.0150	1.06738
13979.7110	1.06544
13983.4040	1.06349
13987.1290	1.06149
13990.8500	1.05940
13994.5980	1.05737
13998.3500	1.05519
14002.1060	1.05293
14005.8940	1.05067
14009.6760	1.04833
14013.4800	1.04597
14017.2900	1.04364
14021.1200	1.04126
14024.9660	1.03892
14028.8090	1.03652
14032.6620	1.03423
14036.5440	1.03199
14040.4270	1.02973
14044.3240	1.02747
14048.2410	1.02525
14052.1700	1.02308
14056.1140	1.02095
14060.0480	1.01876
14064.0070	1.01661
14067.9810	1.01453
14071.9570	1.01254
14075.9510	1.01046
14079.9620	1.00825
14083.9900	1.00608
14088.0220	1.00395
14092.0670	1.00178
14096.1230	0.99953
14100.1910	0.99718
14104.2730	0.99485
14108.3560	0.99253
14112.4700	0.99014
14116.5940	0.98752
14120.7210	0.98538
14124.8650	0.98283
14129.0140	0.98042
14133.1820	0.97796
14137.3720	0.97548
14141.5580	0.97313
14145.7600	0.97074
14149.9780	0.96826
14154.1990	0.96589
14158.4530	0.96345
14162.6940	0.96105
14166.9520	0.95875
14171.2310	0.95649
14175.5250	0.95411
14179.8220	0.95183
14184.1370	0.94945
14188.4670	0.94719
14192.8020	0.94491
14197.1480	0.94255
14201.5120	0.94016
14205.8980	0.93785
14210.2750	0.93534
14214.6780	0.93297
14219.0830	0.93060
14223.5070	0.92812
14227.9420	0.92566
14232.3960	0.92314
14236.8490	0.92058
14241.3240	0.91800
14245.8080	0.91539
14250.3080	0.91276
14254.8120	0.91035
14259.3320	0.90773
14263.8670	0.90515
14268.4070	0.90253
14272.9720	0.90007
14277.5370	0.89748
14282.1150	0.89487
14286.7150	0.89244
14291.3190	0.88986
14295.9400	0.88742
14300.5650	0.88485
14305.2150	0.88238
14309.8650	0.87990
14314.5330	0.87738
14319.2060	0.87488
14323.8950	0.87235
14328.6030	0.86982
14333.3240	0.86735
14338.0480	0.86476
14342.7840	0.86212
