# bragg	idgap
Units	Deg	mm
6.700 5.96319
6.690 5.97176
6.680 5.98036
6.670 5.98900
6.660 5.99767
6.650 6.00637
6.640 6.01510
6.630 6.02387
6.620 6.03267
6.610 6.04150
6.600 6.05037
6.590 6.05927
6.580 6.06821
6.570 6.07718
6.560 6.08618
6.550 6.09521
6.540 6.10428
6.530 6.11338
6.520 6.12252
6.510 6.13169
6.500 6.14089
6.490 6.15012
6.480 6.15939
6.470 6.16869
6.460 6.17802
6.450 6.18739
6.440 6.19679
6.400 6.19958
6.390 6.20941
6.380 6.21924
6.370 6.22907
6.360 6.23889
6.350 6.24872
6.340 6.25855
6.330 6.26838
6.320 6.27821
6.310 6.28804
6.300 6.29786
6.290 6.30769
6.280 6.31752
6.270 6.32734
6.260 6.33717
6.250 6.34700
6.240 6.35682
6.230 6.36665
6.220 6.37647
6.210 6.38630
6.200 6.39612
6.190 6.40594
6.180 6.41577
6.170 6.42559
6.160 6.43541
6.150 6.44524
6.140 6.45506
6.130 6.46488
6.120 6.47470
6.110 6.48452
6.100 6.49434
6.090 6.50416
6.080 6.51399
6.070 6.52380
6.060 6.53362
6.050 6.54344
6.040 6.55326
6.030 6.56308
6.020 6.57290
6.010 6.58272
6.000 6.63557
5.990 6.64603
5.980 6.65651
5.970 6.66702
5.960 6.67756
5.950 6.68812
5.940 6.70164
5.930 6.71215
5.920 6.72269
5.910 6.73325
5.900 6.74384
5.890 6.75445
5.880 6.76509
5.870 6.77576
5.860 6.78645
5.850 6.79717
5.840 6.80791
5.830 6.81868
5.820 6.82947
5.810 6.84029
5.800 6.85113
5.790 6.86200
5.780 6.87290
5.770 6.88382
5.760 6.89476
5.750 6.90573
5.740 6.91673
